Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
HP1504101T2D_O23	(1.0, 46.88819689729364)	(2.0, 9.835473381158458)	(3.0, 3.6189696148236377)	(4.0, 1.8755901911121504)	(5.0, 1.136891309985202)	(6.0, 0.9061303750240428)	(7.0, 0.7104009907274922)	(8.0, 0.6405133385546955)	(9.0, 0.5333152261267192)	('>10', 7.675319687471493)	('>50', 3.6240724915787976)	('>100', 12.448797334055199)	('>500', 5.255530532587476)	('>1k', 4.599761123323373)	('>5k', 0.25103750617760423)	('>10k+', 0.0)
HP1504101T2D_O24	(1.0, 40.60569039835084)	(2.0, 10.86618756025858)	(3.0, 5.059914078897328)	(4.0, 3.175607256149505)	(5.0, 2.2406746022955892)	(6.0, 1.6554008095754456)	(7.0, 1.3917678965056282)	(8.0, 1.106972667185641)	(9.0, 0.9665418485456181)	('>10', 11.660937669341317)	('>50', 4.823085578292111)	('>100', 10.52039253289008)	('>500', 3.1379423756369262)	('>1k', 1.8604974997411976)	('>5k', 0.6283448106744319)	('>10k+', 0.3000424156598307)
HP1504101T2D_O3	(1.0, 47.17714471272995)	(2.0, 9.111443255322435)	(3.0, 3.5953347384795302)	(4.0, 2.127800865932724)	(5.0, 1.432461379951738)	(6.0, 1.117296274087431)	(7.0, 0.8869985750263188)	(8.0, 0.757861933113489)	(9.0, 0.6935949657099144)	('>10', 9.944158696582644)	('>50', 5.064033531586073)	('>100', 13.706978355022068)	('>500', 3.420299213040834)	('>1k', 0.9645935034148803)	('>5k', 0.0)	('>10k+', 0.0)
HP1504101T2D_O4	(1.0, 56.083001199239504)	(2.0, 8.460048918786992)	(3.0, 2.8574999125874903)	(4.0, 1.574266234355342)	(5.0, 1.0850132611345318)	(6.0, 0.8464909658045923)	(7.0, 0.7364857133388469)	(8.0, 0.628846029640127)	(9.0, 0.5416132579228179)	('>10', 8.357681610799983)	('>50', 4.185343823000285)	('>100', 10.794710556404874)	('>500', 1.7912085575555106)	('>1k', 2.057789959429112)	('>5k', 0.0)	('>10k+', 0.0)
HP1504101T2D_O5	(1.0, 37.526561657336046)	(2.0, 8.78251749951265)	(3.0, 3.657544390731473)	(4.0, 2.121382230821118)	(5.0, 1.4200771493716606)	(6.0, 1.1954704297719518)	(7.0, 0.9776196734672896)	(8.0, 0.8619447372595972)	(9.0, 0.7815645708785393)	('>10', 12.730638810519673)	('>50', 5.323653062340777)	('>100', 11.909905488802487)	('>500', 3.4298023286780936)	('>1k', 2.773718324516378)	('>5k', 0.9457658663821608)	('>10k+', 5.561833779610089)
HP1504101T2D_O6	(1.0, 52.013935031912126)	(2.0, 9.483722819931314)	(3.0, 3.8132829953341476)	(4.0, 2.250633789831281)	(5.0, 1.5245018654297888)	(6.0, 1.0659468144093618)	(7.0, 0.8908574241293713)	(8.0, 0.7963840767034124)	(9.0, 0.6363284747828416)	('>10', 8.563559826815197)	('>50', 4.415962008613349)	('>100', 10.964311100211779)	('>500', 2.506616934046823)	('>1k', 1.0739568378492352)	('>5k', 0.0)	('>10k+', 0.0)
HP1504101T2D_O7	(1.0, 24.23587161077798)	(2.0, 6.119064328938287)	(3.0, 3.2785364608314396)	(4.0, 2.327417164447552)	(5.0, 1.850501726975811)	(6.0, 1.6056261853892202)	(7.0, 1.356575038834493)	(8.0, 1.2479765199054238)	(9.0, 1.1385623701304215)	('>10', 19.057842796332945)	('>50', 8.114526890423313)	('>100', 17.123585521781923)	('>500', 5.437575118925046)	('>1k', 2.407263558956151)	('>5k', 2.7475159975495655)	('>10k+', 1.9515587098004332)
HP1504101T2D_O8	(1.0, 21.126265147732674)	(2.0, 5.284007528213781)	(3.0, 2.9378029175687366)	(4.0, 2.076315397494881)	(5.0, 1.627955134783923)	(6.0, 1.455206213631467)	(7.0, 1.3370446430745857)	(8.0, 1.1976760990842434)	(9.0, 1.0088598137219396)	('>10', 18.607842730699982)	('>50', 8.526367330321712)	('>100', 19.954657235108904)	('>500', 6.1789032044051435)	('>1k', 3.8007784389726247)	('>5k', 3.2878188094894893)	('>10k+', 1.5924993556959068)
HP1504101T2D_O9	(1.0, 55.50212350350902)	(2.0, 8.945314096656256)	(3.0, 3.2149739758464566)	(4.0, 1.9290837111310848)	(5.0, 1.3626400220214043)	(6.0, 1.0124277894109228)	(7.0, 0.8587141722003014)	(8.0, 0.698463101636688)	(9.0, 0.5847430400714244)	('>10', 9.464570236543796)	('>50', 4.49210590454222)	('>100', 10.100813113181047)	('>500', 1.6055776095526286)	('>1k', 0.2284497236968263)	('>5k', 0.0)	('>10k+', 0.0)
HP1504101T2D_P1	(1.0, 28.746708239340425)	(2.0, 7.636830034236366)	(3.0, 4.056147149563267)	(4.0, 2.8839449279972933)	(5.0, 2.482799365177867)	(6.0, 2.2108819717722152)	(7.0, 1.808699174061619)	(8.0, 1.6656509164029154)	(9.0, 1.5267218494097765)	('>10', 23.43145439324713)	('>50', 7.484569439331176)	('>100', 10.20173739108917)	('>500', 0.9766226596175367)	('>1k', 4.887232488753249)	('>5k', 0.0)	('>10k+', 0.0)
HP1504101T2D_P10	(1.0, 39.668115305862095)	(2.0, 8.064737131208554)	(3.0, 3.4817658791320594)	(4.0, 2.1839516119776645)	(5.0, 1.583963129030089)	(6.0, 1.3135263669981014)	(7.0, 1.143205645631288)	(8.0, 1.065449195841805)	(9.0, 0.8368024930620759)	('>10', 12.862877522169189)	('>50', 4.704338287649102)	('>100', 7.6069204697703)	('>500', 1.7611195506343773)	('>1k', 2.047597154037995)	('>5k', 1.704915758294077)	('>10k+', 9.970714498701208)
HP1504101T2D_P11	(1.0, 49.18613077838829)	(2.0, 9.720752415830395)	(3.0, 3.840022276438387)	(4.0, 2.2639262141768293)	(5.0, 1.498922132929395)	(6.0, 1.1656894460811238)	(7.0, 0.9134408425603622)	(8.0, 0.809279229495877)	(9.0, 0.6726100212011997)	('>10', 8.817214576281728)	('>50', 3.958633820455452)	('>100', 11.911130032366797)	('>500', 2.420426683481836)	('>1k', 2.821821530312294)	('>5k', 0.0)	('>10k+', 0.0)
HP1504101T2D_P12	(1.0, 57.09064295542977)	(2.0, 9.54277247363439)	(3.0, 3.413541507422637)	(4.0, 1.8273120907713714)	(5.0, 1.2782999142924316)	(6.0, 0.9563697922038525)	(7.0, 0.8168064150031394)	(8.0, 0.647685335747469)	(9.0, 0.5734749758900703)	('>10', 8.00988732028649)	('>50', 3.4717382147501863)	('>100', 8.819744171657192)	('>500', 1.84026015766654)	('>1k', 1.7114646752444274)	('>5k', 0.0)	('>10k+', 0.0)
HP1504101T2D_P14	(1.0, 49.890148353938066)	(2.0, 10.238469908117114)	(3.0, 4.046572195405264)	(4.0, 2.3491700257835393)	(5.0, 1.6745027057175221)	(6.0, 1.2645427375129146)	(7.0, 1.0057580950604537)	(8.0, 0.826405449170277)	(9.0, 0.7476756491099901)	('>10', 9.254507283959635)	('>50', 4.147177795931413)	('>100', 10.984990798016625)	('>500', 2.7722362624896872)	('>1k', 0.7978427397874891)	('>5k', 0.0)	('>10k+', 0.0)
HP1504101T2D_P15	(1.0, 37.74561053686718)	(2.0, 8.618329578891776)	(3.0, 4.0838982959505925)	(4.0, 2.5630800073292446)	(5.0, 1.9670399551622673)	(6.0, 1.613511678289268)	(7.0, 1.2524385906293451)	(8.0, 1.211481046357473)	(9.0, 0.9409456881406353)	('>10', 12.427920111232067)	('>50', 3.738453744920726)	('>100', 6.678235376539949)	('>500', 3.0637320945472575)	('>1k', 3.2361849125340862)	('>5k', 10.859138382608133)	('>10k+', 0.0)
HP1504101T2D_P16	(1.0, 29.73344772498669)	(2.0, 7.269540263889711)	(3.0, 3.6111028933199214)	(4.0, 2.412579137329152)	(5.0, 1.791683924028164)	(6.0, 1.4755044080231938)	(7.0, 1.2166439855629845)	(8.0, 1.0413584994970713)	(9.0, 0.9418821371516478)	('>10', 12.957813147151057)	('>50', 4.608455120998758)	('>100', 8.864490266848115)	('>500', 3.1917490089343823)	('>1k', 6.06694870126028)	('>5k', 5.521492811076268)	('>10k+', 9.295307969942607)
HP1504101T2D_P17	(1.0, 47.527042895373015)	(2.0, 8.989840928948091)	(3.0, 3.605827335702623)	(4.0, 2.064031420851974)	(5.0, 1.491943100576052)	(6.0, 1.1207847805489632)	(7.0, 0.9048211277385171)	(8.0, 0.7381227413287963)	(9.0, 0.6843591451374238)	('>10', 9.017532509781732)	('>50', 4.30665940112717)	('>100', 13.957745490035547)	('>500', 3.3792650218855163)	('>1k', 2.212024100964604)	('>5k', 0.0)	('>10k+', 0.0)
HP1504101T2D_P18	(1.0, 46.82843529774417)	(2.0, 11.35607635878553)	(3.0, 4.574830005809932)	(4.0, 2.4653495831738415)	(5.0, 1.6984497846496651)	(6.0, 1.2524745576478273)	(7.0, 1.0034021357443916)	(8.0, 0.8032806111349702)	(9.0, 0.6815530734303453)	('>10', 8.595781439710978)	('>50', 3.7885004470268373)	('>100', 11.669595040622303)	('>500', 3.10944568932889)	('>1k', 1.2964401405394788)	('>5k', 0.8763858346507759)	('>10k+', 0.0)
HP1504101T2D_P19	(1.0, 51.692963196631524)	(2.0, 10.790406441496591)	(3.0, 3.6142063667916253)	(4.0, 1.8066539797646362)	(5.0, 1.1945459423469427)	(6.0, 0.9541540965530223)	(7.0, 0.8635977594526562)	(8.0, 0.6503907273932708)	(9.0, 0.6603882207872176)	('>10', 10.515115827115523)	('>50', 4.290191999259173)	('>100', 6.784062369730151)	('>500', 1.6352974252937431)	('>1k', 0.9751720309838162)	('>5k', 1.4596579565699543)	('>10k+', 2.1131956598301196)
HP1504101T2D_P2	(1.0, 57.31576982679738)	(2.0, 10.234046276657484)	(3.0, 3.5196309085812914)	(4.0, 1.7727022532109202)	(5.0, 1.17907187225013)	(6.0, 0.9368858589558428)	(7.0, 0.719362717365468)	(8.0, 0.5949798079707886)	(9.0, 0.538983534066435)	('>10', 7.993440690732754)	('>50', 4.508134858780282)	('>100', 8.887422306594068)	('>500', 1.002852761421333)	('>1k', 0.7967163266157982)	('>5k', 0.0)	('>10k+', 0.0)
HP1504101T2D_P20	(1.0, 31.24029106903818)	(2.0, 6.844562510681143)	(3.0, 3.0814112948064123)	(4.0, 1.9607633607424717)	(5.0, 1.5064438332419985)	(6.0, 1.1819771554554575)	(7.0, 1.1363577187059088)	(8.0, 0.9267619354964847)	(9.0, 0.9146921690045643)	('>10', 14.828518271697538)	('>50', 6.543525494524792)	('>100', 13.506816662338405)	('>500', 4.371794174729851)	('>1k', 5.003649190515107)	('>5k', 0.0)	('>10k+', 6.952435159021661)
HP1504101T2D_P21	(1.0, 49.331086967149915)	(2.0, 11.03252685081995)	(3.0, 4.421009416465398)	(4.0, 2.5118088921788075)	(5.0, 1.7553524451626008)	(6.0, 1.2894814818221791)	(7.0, 1.0049738932125936)	(8.0, 0.8936971254643443)	(9.0, 0.7447735823541285)	('>10', 9.731576873084874)	('>50', 4.0605477347884475)	('>100', 10.348616440750709)	('>500', 1.8572762225737744)	('>1k', 1.0172720741722783)	('>5k', 0.0)	('>10k+', 0.0)
HP1504101T2D_P22	(1.0, 52.18123463694994)	(2.0, 10.751118721813382)	(3.0, 3.960506713746538)	(4.0, 2.098714298768666)	(5.0, 1.4709065038991933)	(6.0, 1.103867750777353)	(7.0, 0.8955714539733696)	(8.0, 0.7313352740081436)	(9.0, 0.6415786706364608)	('>10', 8.447433623086555)	('>50', 4.195742164038395)	('>100', 9.783770209805255)	('>500', 1.6019114307697337)	('>1k', 0.33430294097979646)	('>5k', 1.8020056067472492)	('>10k+', 0.0)
HP1504101T2D_P23	(1.0, 27.254411582692796)	(2.0, 6.7568487562325235)	(3.0, 3.2794882104381764)	(4.0, 2.1738625661834514)	(5.0, 1.6402396698882233)	(6.0, 1.3721012209401675)	(7.0, 1.1913154075126027)	(8.0, 1.0908017063680226)	(9.0, 0.9673377111583843)	('>10', 16.595009408678507)	('>50', 7.567920099629067)	('>100', 14.427339870523248)	('>500', 5.111714478716491)	('>1k', 3.420838623564043)	('>5k', 1.0760240353183157)	('>10k+', 6.074746652155981)
HP1504101T2D_P24	(1.0, 45.17000492205254)	(2.0, 10.01568592001248)	(3.0, 3.912939783320356)	(4.0, 2.104646804900739)	(5.0, 1.3096098353045145)	(6.0, 1.0402704431695124)	(7.0, 0.7912912273311895)	(8.0, 0.6617754985388077)	(9.0, 0.6198859212284338)	('>10', 8.132488258793515)	('>50', 3.5256639639268457)	('>100', 8.425131486808866)	('>500', 4.476526371777449)	('>1k', 7.693375419358029)	('>5k', 2.12070414347672)	('>10k+', 0.0)
HP1504101T2D_P3	(1.0, 55.479720269885554)	(2.0, 12.891839974119698)	(3.0, 5.181678245631642)	(4.0, 2.959472296332222)	(5.0, 1.937862576903667)	(6.0, 1.4309347306610147)	(7.0, 1.1164649284941655)	(8.0, 0.9040634073997509)	(9.0, 0.7389568992419725)	('>10', 8.314063767778588)	('>50', 2.453844944936796)	('>100', 4.7170790940295095)	('>500', 0.8400691015327505)	('>1k', 0.38474513353266426)	('>5k', 0.6492046295199957)	('>10k+', 0.0)
HP1504101T2D_P4	(1.0, 44.74273637583324)	(2.0, 9.657366229914603)	(3.0, 3.40901014493039)	(4.0, 1.8214551628407856)	(5.0, 1.2418400418315794)	(6.0, 1.0232738187231563)	(7.0, 0.9149125390284896)	(8.0, 0.8003632740901527)	(9.0, 0.6984554258630741)	('>10', 12.764561054959866)	('>50', 5.870870946004354)	('>100', 9.159761327729306)	('>500', 2.3850732885811516)	('>1k', 1.7497028649242394)	('>5k', 0.6089925487266032)	('>10k+', 3.151624956018998)
HP1504101T2D_P5	(1.0, 44.95790719670602)	(2.0, 8.777003755089327)	(3.0, 3.0326922071240414)	(4.0, 1.6064832563654974)	(5.0, 1.1272029521333164)	(6.0, 0.8075177940998969)	(7.0, 0.681434455348612)	(8.0, 0.5313159886422957)	(9.0, 0.48356824847662055)	('>10', 8.29685163441971)	('>50', 3.930560390568201)	('>100', 9.802083632817329)	('>500', 5.046655236637191)	('>1k', 9.537077519523326)	('>5k', 1.381645732048661)	('>10k+', 0.0)
HP1504101T2D_P6	(1.0, 93.70816599732262)	(2.0, 2.8112449799196786)	(3.0, 0.6024096385542169)	(4.0, 0.0)	(5.0, 0.33467202141900937)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.535475234270415)	(9.0, 0.0)	('>10', 2.0080321285140563)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1504101T2D_P7	(1.0, 52.15454434502812)	(2.0, 10.529007444073873)	(3.0, 4.125548688548323)	(4.0, 2.2852799884202413)	(5.0, 1.621071146346085)	(6.0, 1.209491941916794)	(7.0, 0.941425162517987)	(8.0, 0.7778308616102589)	(9.0, 0.6607702556292517)	('>10', 9.217722923169482)	('>50', 4.351691607775241)	('>100', 9.35921553252894)	('>500', 1.0763569382190386)	('>1k', 0.3808329637385653)	('>5k', 1.309210200477778)	('>10k+', 0.0)
HP1504101T2D_P8	(1.0, 30.995237959272014)	(2.0, 8.226501020183278)	(3.0, 3.7666223567727664)	(4.0, 2.383823019687971)	(5.0, 1.739594302556531)	(6.0, 1.3860112587297495)	(7.0, 1.1123742289478393)	(8.0, 1.010101365800598)	(9.0, 0.8716970067081142)	('>10', 16.049206165476885)	('>50', 8.058827014650866)	('>100', 15.243258452047904)	('>500', 2.4537600993422433)	('>1k', 1.079648734304271)	('>5k', 2.171287221871572)	('>10k+', 3.4520497936473817)
HP1504101T2D_P9	(1.0, 51.02589066070764)	(2.0, 9.297526848467356)	(3.0, 3.4027348124146783)	(4.0, 2.004330642919171)	(5.0, 1.2357897821216821)	(6.0, 0.9959195363476177)	(7.0, 0.850062953639676)	(8.0, 0.6532871966048314)	(9.0, 0.5570400944414472)	('>10', 9.352092225052049)	('>50', 3.9084928951432514)	('>100', 10.05838100925909)	('>500', 3.16070858167203)	('>1k', 2.621123391597711)	('>5k', 0.8766193696117716)	('>10k+', 0.0)
HP1504901_A1	(1.0, 21.105511589731798)	(2.0, 4.403395481633357)	(3.0, 2.62517485197463)	(4.0, 2.100139881579704)	(5.0, 1.5393361054157804)	(6.0, 1.2570180313104795)	(7.0, 1.0462375687431735)	(8.0, 1.0219658791142112)	(9.0, 0.9082721750627551)	('>10', 15.331404372736504)	('>50', 5.9440090443980305)	('>100', 10.627167685438902)	('>500', 3.2600711543743333)	('>1k', 8.455490192321204)	('>5k', 20.374805986165136)	('>10k+', 0.0)
HP1504901_A10	(1.0, 47.723662040974716)	(2.0, 10.301476210773345)	(3.0, 3.7602044269193855)	(4.0, 2.0484177628943825)	(5.0, 1.46752418047115)	(6.0, 1.1248861011469249)	(7.0, 0.9613261645177207)	(8.0, 0.8596816553044659)	(9.0, 0.7116591606809736)	('>10', 10.952779560425585)	('>50', 4.017450568408531)	('>100', 6.164248880922933)	('>500', 1.6202677790240279)	('>1k', 3.4676442216351058)	('>5k', 4.818771285900749)	('>10k+', 0.0)
HP1504901_A11	(1.0, 13.243122906866445)	(2.0, 3.6592330177904255)	(3.0, 2.4406179220628377)	(4.0, 1.8797065257370733)	(5.0, 1.6527285750237142)	(6.0, 1.451884546140891)	(7.0, 1.4025204715721007)	(8.0, 1.2137754805737848)	(9.0, 1.0475347000406527)	('>10', 24.90683740828929)	('>50', 13.423398571345608)	('>100', 20.38881468145653)	('>500', 2.1974272605842384)	('>1k', 2.9618444741274175)	('>5k', 5.585641829761697)	('>10k+', 2.5449116286272915)
HP1504901_A12	(1.0, 16.561609814287298)	(2.0, 5.0688030037351135)	(3.0, 3.521957642641566)	(4.0, 2.7873201702638046)	(5.0, 2.591112646585272)	(6.0, 2.1667568395596084)	(7.0, 1.8890677861142438)	(8.0, 1.6896010012450378)	(9.0, 1.5429342476647394)	('>10', 24.84469620426442)	('>50', 5.312595740797476)	('>100', 3.4756761337340047)	('>500', 2.6960608569249525)	('>1k', 5.141810454406196)	('>5k', 13.821874857407323)	('>10k+', 6.888122600368948)
HP1504901_A13	(1.0, 14.088606388516215)	(2.0, 4.027829707993344)	(3.0, 2.5491015461763475)	(4.0, 1.8650889656234193)	(5.0, 1.4589335855308978)	(6.0, 1.2976444454219545)	(7.0, 1.144419762318458)	(8.0, 0.8797589460487827)	(9.0, 0.765390283062441)	('>10', 14.473500927412555)	('>50', 4.172256801636352)	('>100', 6.8489233949897725)	('>500', 2.6385437056913075)	('>1k', 6.764613162660098)	('>5k', 8.805653917493274)	('>10k+', 28.219734459424785)
HP1504901_A14	(1.0, 36.76993389034719)	(2.0, 10.149906524239121)	(3.0, 4.264287491835825)	(4.0, 2.434371412723006)	(5.0, 1.6245937802348003)	(6.0, 1.186367712504161)	(7.0, 1.0407596722941055)	(8.0, 0.8608405957422994)	(9.0, 0.7740749302018447)	('>10', 11.12343132178556)	('>50', 5.458847268619051)	('>100', 11.551301693764584)	('>500', 3.5235851222659798)	('>1k', 2.867355168250942)	('>5k', 2.482936437792428)	('>10k+', 3.8874069773990922)
HP1504901_A15	(1.0, 20.75519498145188)	(2.0, 5.486624242241457)	(3.0, 3.6336218596374823)	(4.0, 2.974937418946226)	(5.0, 2.5303857405676027)	(6.0, 1.9326235787314894)	(7.0, 1.7522695056850741)	(8.0, 1.5682962873601354)	(9.0, 1.4006092227885514)	('>10', 23.382694453659862)	('>50', 6.34737762765027)	('>100', 6.052417287450614)	('>500', 2.4441294447627953)	('>1k', 10.004523931598154)	('>5k', 9.734294417468407)	('>10k+', 0.0)
HP1504901_A16	(1.0, 50.7331299519968)	(2.0, 10.614481140295508)	(3.0, 3.891136580643211)	(4.0, 2.144226128853501)	(5.0, 1.5226311796837149)	(6.0, 1.2339453877387714)	(7.0, 1.053319299078337)	(8.0, 0.9282694998360694)	(9.0, 0.7660166471171722)	('>10', 11.565791766156575)	('>50', 3.39393266982144)	('>100', 2.834390422885621)	('>500', 0.744415202258652)	('>1k', 3.358730495905108)	('>5k', 5.215583627729517)	('>10k+', 0.0)
HP1504901_A17	(1.0, 16.92204696689002)	(2.0, 4.320399836094904)	(3.0, 2.584968055820074)	(4.0, 1.8745202601704845)	(5.0, 1.5582526793289124)	(6.0, 1.2950811157089184)	(7.0, 1.1594554195451057)	(8.0, 0.9418771750610316)	(9.0, 0.7947088664577453)	('>10', 14.880158826347166)	('>50', 6.836112217278137)	('>100', 11.527029912680137)	('>500', 3.7011386787171543)	('>1k', 10.574187255801606)	('>5k', 7.473841554559043)	('>10k+', 13.556221179539566)
HP1504901_A18	(1.0, 14.0406162464986)	(2.0, 3.942217912806148)	(3.0, 2.550635638870933)	(4.0, 1.836888601594484)	(5.0, 1.5733857645622351)	(6.0, 1.4113337642749408)	(7.0, 1.1437908496732025)	(8.0, 1.088127558715794)	(9.0, 0.8443762120232708)	('>10', 16.58137614019967)	('>50', 8.18519715578539)	('>100', 16.738939165409754)	('>500', 6.741991668462257)	('>1k', 10.196706887883359)	('>5k', 13.124416433239963)	('>10k+', 0.0)
HP1504901_A19	(1.0, 37.76871647044513)	(2.0, 9.467919782392656)	(3.0, 3.8652323612802473)	(4.0, 2.1821783611955237)	(5.0, 1.5300778321153474)	(6.0, 1.1435678856875084)	(7.0, 0.9201600909051432)	(8.0, 0.7513955139926942)	(9.0, 0.7381664992461878)	('>10', 10.966955352065808)	('>50', 5.198285089256928)	('>100', 13.01560683201444)	('>500', 2.7797081587425887)	('>1k', 3.2398543410519225)	('>5k', 0.9965278047240421)	('>10k+', 5.4356476248838215)
HP1504901_A2	(1.0, 41.552184518648595)	(2.0, 8.987140443146073)	(3.0, 3.1450787128085174)	(4.0, 1.69438745787524)	(5.0, 1.210280643018722)	(6.0, 0.8932277266994559)	(7.0, 0.7440798429851628)	(8.0, 0.6557698509557357)	(9.0, 0.5890836443248468)	('>10', 10.158720196406906)	('>50', 4.927950755929427)	('>100', 13.398722517238701)	('>500', 3.077573283814874)	('>1k', 4.213208597365874)	('>5k', 2.8296629384797765)	('>10k+', 1.922928870302077)
HP1504901_A20	(1.0, 15.09163778713597)	(2.0, 4.510290715901677)	(3.0, 2.7923469949753854)	(4.0, 2.069158355857955)	(5.0, 1.6586312373431396)	(6.0, 1.4031638973385643)	(7.0, 1.144730933154831)	(8.0, 1.0744032740490939)	(9.0, 0.9761140155398708)	('>10', 17.20400952389022)	('>50', 8.218168261042713)	('>100', 17.002347079707505)	('>500', 5.835501063388099)	('>1k', 10.821138969149036)	('>5k', 10.19835789152594)	('>10k+', 0.0)
HP1504901_A21	(1.0, 39.970832299351116)	(2.0, 11.500242415374213)	(3.0, 4.409097173610396)	(4.0, 2.3372198239992885)	(5.0, 1.4921625841561843)	(6.0, 1.136161615504261)	(7.0, 0.9448008321927973)	(8.0, 0.7988278010947751)	(9.0, 0.6947615520477988)	('>10', 12.183398062634526)	('>50', 5.468947230056811)	('>100', 7.75899793296819)	('>500', 1.2361920265153772)	('>1k', 2.6363436316682667)	('>5k', 1.6449791843889183)	('>10k+', 5.787035834437082)
HP1504901_A22	(1.0, 48.2961694309052)	(2.0, 13.877561242342559)	(3.0, 5.600887916607235)	(4.0, 3.130108579753657)	(5.0, 1.9757218626984212)	(6.0, 1.5205559827945545)	(7.0, 1.147549893136483)	(8.0, 0.9398664414061154)	(9.0, 0.7902022389033968)	('>10', 10.03789645033972)	('>50', 3.0690179205591637)	('>100', 3.7397871067039823)	('>500', 1.0870443118691997)	('>1k', 2.2321120250445254)	('>5k', 2.5555185969357774)	('>10k+', 0.0)
HP1504901_A23	(1.0, 46.44206095176963)	(2.0, 12.960714267783025)	(3.0, 5.128111066585512)	(4.0, 2.7965809238616477)	(5.0, 1.933164160500832)	(6.0, 1.3409792191158127)	(7.0, 1.046873603386299)	(8.0, 0.8757479438386544)	(9.0, 0.7813359838562646)	('>10', 9.966867785689372)	('>50', 3.2405118980436733)	('>100', 3.635454093032035)	('>500', 1.2046855763561435)	('>1k', 2.440418308267321)	('>5k', 0.9069405575423253)	('>10k+', 5.299553660371454)
HP1504901_A24	(1.0, 15.279409569185432)	(2.0, 4.533386993125921)	(3.0, 2.9015234620951986)	(4.0, 2.030417313072434)	(5.0, 1.668213713106188)	(6.0, 1.4643930493258988)	(7.0, 1.290431463679028)	(8.0, 1.1424342938003467)	(9.0, 1.1216627611857948)	('>10', 18.34385974022602)	('>50', 8.262526207832167)	('>100', 13.607301193714013)	('>500', 5.182497387330663)	('>1k', 13.818911182224761)	('>5k', 9.353031670096133)	('>10k+', 0.0)
HP1504901_A3	(1.0, 48.81543511728089)	(2.0, 9.611273037071292)	(3.0, 3.801576082538184)	(4.0, 2.336557321414869)	(5.0, 1.7958108020305124)	(6.0, 1.4491712605158131)	(7.0, 1.236489007042605)	(8.0, 1.0967889259844925)	(9.0, 1.0362305029530476)	('>10', 12.568616385510435)	('>50', 2.2216236627094443)	('>100', 2.4477591817784816)	('>500', 0.7389321559070355)	('>1k', 4.133192878091061)	('>5k', 6.710543679171832)	('>10k+', 0.0)
HP1504901_A4	(1.0, 17.152323535941797)	(2.0, 4.6979659453828155)	(3.0, 3.0700391098662747)	(4.0, 2.422420712858436)	(5.0, 2.0494253069868322)	(6.0, 1.8239885232182809)	(7.0, 1.604358444486192)	(8.0, 1.530237562550168)	(9.0, 1.3925844960975526)	('>10', 24.45613375915837)	('>50', 8.464468088740116)	('>100', 10.34720680409202)	('>500', 2.545044660393148)	('>1k', 5.544037026283879)	('>5k', 5.3845234232234045)	('>10k+', 7.515242600720715)
