Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31
HP1502401_L23 - polya	(1, 0.014063928712193823)	(2, 0.016268306253290035)	(3, 0.018781296650139712)	(4, 0.021735162555208635)	(5, 0.029494571499867298)	(6, 0.035446390860827064)	(7, 0.03937018288397832)	(8, 0.04373485041534882)	(9, 0.04827586815000701)	(10, 0.06661628929192748)	(11, 0.08658794981425914)	(12, 0.10946938869083782)	(13, 0.13517243082001962)	(14, 0.16638641680194197)	(15, 0.21175250659770198)	(16, 0.26536296839716184)	(17, 0.2964446917266184)	(18, 0.33674071317785714)	(19, 0.3767722093241643)	(20, 0.408956121424169)	(21, 0.439200181288009)	(22, 0.4674603013648624)	(23, 0.5010109275403467)	(24, 0.5423650502113117)	(25, 0.5879074902103594)	(26, 0.6309810273633792)	(27, 0.6655897547585898)	(28, 0.6981704548159918)	(29, 0.7261660495879136)	(30, 0.7529271929368216)	(31, 0.7799528615906612)	(32, 0.805655903719843)
HP1502401_L3 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(11, 6.689365915004917e-05)	(12, 6.689365915004917e-05)	(13, 0.00013378731830009834)	(14, 0.00013378731830009834)	(15, 0.0002675746366001967)	(16, 0.00033446829575024584)	(17, 0.00033446829575024584)	(18, 0.00046825561405034415)	(19, 0.0008696175689506391)	(20, 0.0008696175689506391)	(21, 0.0015385541604511308)	(22, 0.0026757463660019667)	(23, 0.003746044912402753)	(24, 0.0052845990728538845)	(25, 0.006154216641804523)	(26, 0.007826558120555752)	(27, 0.014515924035560668)	(28, 0.02970078466262183)	(29, 0.05418386391153983)	(30, 0.09231324962706786)	(31, 0.20402566040764997)	(32, 0.3843709654761825)
HP1502401_L3 - polya	(1, 0.0018061287970513274)	(2, 0.0028764273434521144)	(3, 0.003144001980052311)	(4, 0.004147406867303048)	(5, 0.0074251961656554575)	(6, 0.009565793258457031)	(7, 0.011104347418908162)	(8, 0.011840177669558702)	(9, 0.013378731830009833)	(10, 0.027760868547270404)	(11, 0.0442167086981825)	(12, 0.06361586985169676)	(13, 0.08736311884996421)	(14, 0.1159267113070352)	(15, 0.18134870995578328)	(16, 0.2564702891812885)	(17, 0.2950010368517168)	(18, 0.3392177455498993)	(19, 0.41788468871035717)	(20, 0.4566161173582356)	(21, 0.4901967342515603)	(22, 0.5215029667337833)	(23, 0.57133874280057)	(24, 0.6534172625776803)	(25, 0.7138891304493247)	(26, 0.7903485828578309)	(27, 0.8526265795265267)	(28, 0.9185837274484752)	(29, 0.9615963502819568)	(30, 1.0115659136670434)	(31, 1.0537089189315745)	(32, 1.0878915787572496)
HP1502401_L4 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(11, 0.0)	(12, 0.0)	(13, 0.00010143242875893366)	(14, 0.00030429728627680096)	(15, 0.0007100270013125356)	(16, 0.0012171891451072038)	(17, 0.001521486431384005)	(18, 0.001521486431384005)	(19, 0.0019272161464197397)	(20, 0.0020286485751786734)	(21, 0.0031444052915269435)	(22, 0.00415872957911628)	(23, 0.007100270013125356)	(24, 0.011157567163482703)	(25, 0.012070459022313105)	(26, 0.01582345888639365)	(27, 0.02272086404200114)	(28, 0.04513743079772548)	(29, 0.08287029429604881)	(30, 0.13774523825463192)	(31, 0.34882612250197287)	(32, 0.7230103521936792)
HP1502401_L4 - polya	(1, 0.0006085945725536019)	(2, 0.0008114594300714693)	(3, 0.0010143242875893367)	(4, 0.0016229188601429385)	(5, 0.002332945861455474)	(6, 0.0031444052915269435)	(7, 0.0038544322928394793)	(8, 0.004564459294152015)	(9, 0.005781648439259219)	(10, 0.014200540026250713)	(11, 0.023938053187108344)	(12, 0.031951215059064106)	(13, 0.042601620078752137)	(14, 0.05700502496252072)	(15, 0.09047772645296882)	(16, 0.12942777909639935)	(17, 0.1473813189867306)	(18, 0.16827639931107094)	(19, 0.20692215466822467)	(20, 0.22883155928015433)	(21, 0.24506074788158372)	(22, 0.26047847705294164)	(23, 0.287459503102818)	(24, 0.328742501607704)	(25, 0.35866506809158943)	(26, 0.3968036613049485)	(27, 0.42987063308036083)	(28, 0.4654734155747466)	(29, 0.48555703646901544)	(30, 0.5118280355175793)	(31, 0.5355632238471697)	(32, 0.5582840878891708)
HP1502401_L5 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.00011625744047619047)	(11, 0.00011625744047619047)	(12, 0.00011625744047619047)	(13, 0.00017438616071428572)	(14, 0.00034877232142857144)	(15, 0.0005812872023809524)	(16, 0.0008719308035714286)	(17, 0.0015694754464285715)	(18, 0.0017438616071428572)	(19, 0.002499534970238095)	(20, 0.002732049851190476)	(21, 0.004417782738095238)	(22, 0.006626674107142857)	(23, 0.008951822916666666)	(24, 0.014706566220238096)	(25, 0.016450427827380952)	(26, 0.019880022321428572)	(27, 0.03278459821428571)	(28, 0.0670805431547619)	(29, 0.11643182663690477)	(30, 0.18763950892857142)	(31, 0.4332914806547619)	(32, 0.7742745535714286)
HP1502401_L5 - polya	(1, 0.006510416666666667)	(2, 0.01110258556547619)	(3, 0.01331147693452381)	(4, 0.017438616071428572)	(5, 0.02784365699404762)	(6, 0.03284272693452381)	(7, 0.03842308407738095)	(8, 0.042492094494047616)	(9, 0.050455729166666664)	(10, 0.08248465401785714)	(11, 0.12172154017857142)	(12, 0.16171409970238096)	(13, 0.20269484747023808)	(14, 0.26965913318452384)	(15, 0.4102143787202381)	(16, 0.6130836123511905)	(17, 0.7480003720238095)	(18, 0.8531552269345238)	(19, 1.0367838541666667)	(20, 1.1520531063988095)	(21, 1.2107631138392858)	(22, 1.2746465773809523)	(23, 1.3535272507440477)	(24, 1.4612397693452381)	(25, 1.5498860677083333)	(26, 1.6420782180059523)	(27, 1.7292712983630953)	(28, 1.8111746651785714)	(29, 1.8680245535714286)	(30, 1.9349888392857142)	(31, 1.9949776785714286)	(32, 2.039155505952381)
HP1502401_L7 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 9.641026036554914e-05)	(11, 0.00014461539054832373)	(12, 0.00024102565091387287)	(13, 0.00024102565091387287)	(14, 0.00028923078109664745)	(15, 0.00028923078109664745)	(16, 0.0009641026036554915)	(17, 0.001253333384752139)	(18, 0.0017353846865798845)	(19, 0.0022174359884076303)	(20, 0.0024102565091387285)	(21, 0.003133333461880347)	(22, 0.004338461716449711)	(23, 0.005640000231384625)	(24, 0.008676923432899422)	(25, 0.009978461947834336)	(26, 0.01234051332679029)	(27, 0.022608206055721274)	(28, 0.05167589955593434)	(29, 0.09231282430001331)	(30, 0.15522051918853413)	(31, 0.33468821885900385)	(32, 0.5908020755200851)
HP1502401_L7 - polya	(1, 0.0041456411957186134)	(2, 0.005784615621932949)	(3, 0.006507692574674567)	(4, 0.008098461870706128)	(5, 0.013931282622821851)	(6, 0.015570257049036187)	(7, 0.018221539209088786)	(8, 0.020390770067313643)	(9, 0.024729231783763354)	(10, 0.045698463413270295)	(11, 0.07708000316225654)	(12, 0.11077538916001596)	(13, 0.14360308281448544)	(14, 0.1908923155237873)	(15, 0.2877846271911642)	(16, 0.4301343766208975)	(17, 0.4925118150774078)	(18, 0.5452482274973631)	(19, 0.6902974642173318)	(20, 0.7541210565793254)	(21, 0.7877200323167193)	(22, 0.8218974696163065)	(23, 0.8901077288249325)	(24, 0.997990810173982)	(25, 1.075842095419163)	(26, 1.158562098812804)	(27, 1.240028768821693)	(28, 1.3282923621863534)	(29, 1.3750031333334618)	(30, 1.438103648742714)	(31, 1.4864533943160367)	(32, 1.5244872420302458)
HP1502401_M1 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(11, 0.0)	(12, 7.128666005601705e-05)	(13, 0.0001425733201120341)	(14, 0.0001425733201120341)	(15, 0.00035643330028008527)	(16, 0.0004277199603361023)	(17, 0.0007128666005601705)	(18, 0.0009980132407842388)	(19, 0.00121187322095229)	(20, 0.001283159881008307)	(21, 0.0016395931812883922)	(22, 0.002566319762016614)	(23, 0.004918779543865177)	(24, 0.007698959286049842)	(25, 0.008625685866778064)	(26, 0.01090685898857061)	(27, 0.01739394505366816)	(28, 0.03806707646991311)	(29, 0.0685064803138324)	(30, 0.11712398247203602)	(31, 0.25506366968042904)	(32, 0.4694226564688723)
HP1502401_M1 - polya	(1, 0.0019247398215124605)	(2, 0.002851466402240682)	(3, 0.0033504730226328015)	(4, 0.00484749288380916)	(5, 0.008055392586329927)	(6, 0.009837559087730353)	(7, 0.011976158889410865)	(8, 0.013972185370979343)	(9, 0.016324645152827905)	(10, 0.029583963923247077)	(11, 0.04840364217803558)	(12, 0.0676510403931602)	(13, 0.0869697252683408)	(14, 0.11740912911226009)	(15, 0.1729414372958974)	(16, 0.2385964512074891)	(17, 0.26775269517040007)	(18, 0.3022554386375123)	(19, 0.37596584513543396)	(20, 0.4104685886025462)	(21, 0.43591792624254433)	(22, 0.4600128173414781)	(23, 0.4982224671315032)	(24, 0.5529706220545243)	(25, 0.5967406313289187)	(26, 0.6496353330904835)	(27, 0.697896401948407)	(28, 0.7459436108261625)	(29, 0.7798760610128266)	(30, 0.8254282367886215)	(31, 0.8607864201764059)	(32, 0.8908693907200451)
HP1502401_M11 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 6.437715743948869e-05)	(9, 6.437715743948869e-05)	(10, 6.437715743948869e-05)	(11, 6.437715743948869e-05)	(12, 6.437715743948869e-05)	(13, 6.437715743948869e-05)	(14, 6.437715743948869e-05)	(15, 0.00012875431487897738)	(16, 0.00025750862975795476)	(17, 0.0004506401020764208)	(18, 0.0005150172595159095)	(19, 0.0005150172595159095)	(20, 0.0006437715743948869)	(21, 0.0009012802041528416)	(22, 0.0013519203062292626)	(23, 0.001866937565745172)	(24, 0.0028969720847769912)	(25, 0.003154480714534946)	(26, 0.004055760918687788)	(27, 0.007467750262980688)	(28, 0.01609428935987217)	(29, 0.031673561460228435)	(30, 0.05362617214709408)	(31, 0.14471984992397058)	(32, 0.2805556521212917)
HP1502401_M11 - polya	(1, 0.00038626294463693216)	(2, 0.00038626294463693216)	(3, 0.0005150172595159095)	(4, 0.0006437715743948869)	(5, 0.001223165991350285)	(6, 0.0016094289359872172)	(7, 0.0019313147231846608)	(8, 0.0021244461955031266)	(9, 0.002510709140140059)	(10, 0.00637333858650938)	(11, 0.009656573615923304)	(12, 0.013132940117655693)	(13, 0.018025604083056833)	(14, 0.023755171095171328)	(15, 0.03746750562978242)	(16, 0.05105108584951453)	(17, 0.05896947621457164)	(18, 0.07068611886855858)	(19, 0.08388343614365376)	(20, 0.0927674838703032)	(21, 0.10120089149487622)	(22, 0.10982743059176771)	(23, 0.12212346766271005)	(24, 0.1382177570225822)	(25, 0.1519944687146328)	(26, 0.1662218205087598)	(27, 0.18057792661776578)	(28, 0.19435463830981636)	(29, 0.20401121192573965)	(30, 0.21534159163508967)	(31, 0.22622133124236327)	(32, 0.23433285307973883)
HP1502401_M12 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(11, 6.538092890608553e-05)	(12, 6.538092890608553e-05)	(13, 6.538092890608553e-05)	(14, 6.538092890608553e-05)	(15, 0.00013076185781217106)	(16, 0.0003269046445304276)	(17, 0.0005884283601547697)	(18, 0.0008499520757791119)	(19, 0.001242237649215625)	(20, 0.0014383804359338816)	(21, 0.0021575706539008225)	(22, 0.0036613320187407895)	(23, 0.005361236170299013)	(24, 0.00934947283357023)	(25, 0.010787853269504112)	(26, 0.012945423923404933)	(27, 0.01797975544917352)	(28, 0.03314813095538536)	(29, 0.05243550498268059)	(30, 0.08545287408025379)	(31, 0.1910430742635819)	(32, 0.34933030314521496)
HP1502401_M12 - polya	(1, 0.005295855241392928)	(2, 0.007845711468730263)	(3, 0.00876104447341546)	(4, 0.010460948624973683)	(5, 0.015168375506211843)	(6, 0.017195184302300492)	(7, 0.01882970752495263)	(8, 0.020071945174168257)	(9, 0.022294896756975165)	(10, 0.03301736909757319)	(11, 0.04622431673660247)	(12, 0.06355026289671513)	(13, 0.0826414941372921)	(14, 0.11441662558564968)	(15, 0.17221336673862928)	(16, 0.2606083826196569)	(17, 0.31010174580156363)	(18, 0.35750291925847566)	(19, 0.44642098257075197)	(20, 0.5016024865674882)	(21, 0.5331160943002213)	(22, 0.5671141773313858)	(23, 0.6083695434711258)	(24, 0.6725082347279957)	(25, 0.7220015979099025)	(26, 0.7812367194988159)	(27, 0.8334107007658722)	(28, 0.8933650125727526)	(29, 0.9343588549968682)	(30, 0.9862713125483001)	(31, 1.0339340097208365)	(32, 1.0704819489793382)
HP1502401_M14 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(11, 0.0)	(12, 4.4414301938195724e-05)	(13, 4.4414301938195724e-05)	(14, 0.00013324290581458718)	(15, 0.00013324290581458718)	(16, 0.0003553144155055658)	(17, 0.0007106288310111316)	(18, 0.0008882860387639145)	(19, 0.0010215289445785016)	(20, 0.001288014756207676)	(21, 0.0015545005678368503)	(22, 0.002220715096909786)	(23, 0.0032866583434264835)	(24, 0.005196473326768899)	(25, 0.006306830875223793)	(26, 0.0083054744624426)	(27, 0.015633834282244893)	(28, 0.03508729853117462)	(29, 0.06271299433673236)	(30, 0.10326325200630505)	(31, 0.22562465384603428)	(32, 0.39502080143831275)
HP1502401_M14 - polya	(1, 0.0028425153240445263)	(2, 0.0035975584569938536)	(3, 0.00404170147637581)	(4, 0.005551787742274466)	(5, 0.008660788877948166)	(6, 0.010481775257414191)	(7, 0.012524833146571194)	(8, 0.013368704883396913)	(9, 0.015411762772553916)	(10, 0.028425153240445263)	(11, 0.043215115785864434)	(12, 0.06244650852510319)	(13, 0.08150024405658915)	(14, 0.10841531103113576)	(15, 0.16224544498022897)	(16, 0.22273772422005156)	(17, 0.2508963916488676)	(18, 0.2856283757645367)	(19, 0.33874788088261876)	(20, 0.3707261782781197)	(21, 0.39621998759064403)	(22, 0.41989281052370236)	(23, 0.4556907378858881)	(24, 0.5057012418682965)	(25, 0.5446525846680942)	(26, 0.5923091306477781)	(27, 0.6338809172619293)	(28, 0.6752306323663896)	(29, 0.7037890285126495)	(30, 0.7408305563291047)	(31, 0.7716096675722743)	(32, 0.7990132918681411)
HP1502401_M15 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(11, 0.0)	(12, 0.0)	(13, 0.0)	(14, 0.0)	(15, 8.748018573793036e-05)	(16, 8.748018573793036e-05)	(17, 8.748018573793036e-05)	(18, 0.00017496037147586072)	(19, 0.00017496037147586072)	(20, 0.0002624405572137911)	(21, 0.00043740092868965177)	(22, 0.0005248811144275821)	(23, 0.0011372424145930946)	(24, 0.0018370839004965376)	(25, 0.0020995244577103286)	(26, 0.0027993659436137716)	(27, 0.005773692258703404)	(28, 0.015396512689875743)	(29, 0.03359239132336526)	(30, 0.05852424425867541)	(31, 0.16113850212926772)	(32, 0.326563533359694)
HP1502401_M15 - polya	(1, 0.0005248811144275821)	(2, 0.0005248811144275821)	(3, 0.0006123613001655125)	(4, 0.0006998414859034429)	(5, 0.0011372424145930946)	(6, 0.0015746433432827465)	(7, 0.002274484829186189)	(8, 0.002274484829186189)	(9, 0.002886846129351702)	(10, 0.005773692258703404)	(11, 0.010410142102813713)	(12, 0.01478415138971023)	(13, 0.018370839004965375)	(14, 0.023619650149241198)	(15, 0.037966400610261776)	(16, 0.05939904611605471)	(17, 0.06665990153230293)	(18, 0.07392075694855116)	(19, 0.09456608078270272)	(20, 0.10480126251404057)	(21, 0.1120621179302888)	(22, 0.11976037427522666)	(23, 0.13270744176444035)	(24, 0.15405260708449536)	(25, 0.16988652070306076)	(26, 0.19000696342278475)	(27, 0.21038984669972252)	(28, 0.23112265071961202)	(29, 0.24249507486554295)	(30, 0.25929127052722556)	(31, 0.2742503822884117)	(32, 0.2852728856913909)
HP1502401_M16 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(11, 0.0)	(12, 0.0)	(13, 0.0)	(14, 9.188296682749248e-05)	(15, 9.188296682749248e-05)	(16, 0.0006431807677924474)	(17, 0.0011025956019299098)	(18, 0.0013782445024123873)	(19, 0.0014701274692398797)	(20, 0.0015620104360673723)	(21, 0.0018376593365498498)	(22, 0.002664606037997282)	(23, 0.0036753186730996996)	(24, 0.005329212075994564)	(25, 0.006431807677924474)	(26, 0.009004530749094264)	(27, 0.019662954901083392)	(28, 0.04180674990650908)	(29, 0.07304695862785653)	(30, 0.11908032500843026)	(31, 0.2568128922828415)	(32, 0.46621417368269685)
HP1502401_M16 - polya	(1, 0.003950967573582177)	(2, 0.006064275810614504)	(3, 0.006707456578406951)	(4, 0.009004530749094264)	(5, 0.013231147223158919)	(6, 0.015711987327501214)	(7, 0.01819282743184351)	(8, 0.02021425270204835)	(9, 0.0232463906073556)	(10, 0.04134733507237162)	(11, 0.0635830130446248)	(12, 0.08747258441977285)	(13, 0.11163780469540337)	(14, 0.14894228922736533)	(15, 0.21326036600661005)	(16, 0.2895232284734288)	(17, 0.3236118091664285)	(18, 0.3591705173286681)	(19, 0.42284541334012044)	(20, 0.45867977040284247)	(21, 0.4842232351808854)	(22, 0.5111449444613407)	(23, 0.5474387163582002)	(24, 0.6026603794215232)	(25, 0.6425375870246549)	(26, 0.6913274424100535)	(27, 0.7354312664872499)	(28, 0.7799945053985837)	(29, 0.8097645866506913)	(30, 0.8506525068889255)	(31, 0.8850167364824076)	(32, 0.9146949347676877)
HP1502401_M17 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(11, 0.0)	(12, 0.0)	(13, 0.0)	(14, 0.0)	(15, 0.0)	(16, 0.00010220946193872952)	(17, 0.00010220946193872952)	(18, 0.00030662838581618855)	(19, 0.0004088378477549181)	(20, 0.0004088378477549181)	(21, 0.0008176756955098362)	(22, 0.0018397703148971313)	(23, 0.003577331167855533)	(24, 0.005621520406630123)	(25, 0.006234777178262501)	(26, 0.00848338534091455)	(27, 0.01941979776835861)	(28, 0.0526378728984457)	(29, 0.1100795905080117)	(30, 0.1925626262925664)	(31, 0.4879479712954947)	(32, 0.9665948815545651)
HP1502401_M17 - polya	(1, 0.0006132567716323771)	(2, 0.0014309324671422131)	(3, 0.0015331419290809428)	(4, 0.0022486081626520494)	(5, 0.004701635249181557)	(6, 0.006439196102139959)	(7, 0.007767919107343443)	(8, 0.008790013726730739)	(9, 0.012469554356525001)	(10, 0.03975948069416578)	(11, 0.07635046806823095)	(12, 0.11437238790943832)	(13, 0.15157663205513588)	(14, 0.21463987007133198)	(15, 0.3450591435051508)	(16, 0.5417101482752664)	(17, 0.609168393154828)	(18, 0.6768310569582668)	(19, 0.8634655344583869)	(20, 0.9456419418571255)	(21, 0.9891831726430242)	(22, 1.0410033698459602)	(23, 1.137080264068366)	(24, 1.2939717881443156)	(25, 1.3960790406211065)	(26, 1.5076917730581991)	(27, 1.6217575325818212)	(28, 1.7415470219740121)	(29, 1.797148969268681)	(30, 1.8800408429009907)	(31, 1.9444328039223904)	(32, 1.9914491564142058)
HP1502401_M18 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 6.564139188633011e-05)	(8, 6.564139188633011e-05)	(9, 6.564139188633011e-05)	(10, 6.564139188633011e-05)	(11, 6.564139188633011e-05)	(12, 6.564139188633011e-05)	(13, 6.564139188633011e-05)	(14, 6.564139188633011e-05)	(15, 6.564139188633011e-05)	(16, 0.00019692417565899035)	(17, 0.0005251311350906409)	(18, 0.0007220553107496313)	(19, 0.0007876967026359614)	(20, 0.0010502622701812818)	(21, 0.0013784692296129324)	(22, 0.002231807324135224)	(23, 0.003807200729407147)	(24, 0.00590772526976971)	(25, 0.006498497796746681)	(26, 0.007680042850700623)	(27, 0.012931354201607032)	(28, 0.02737246041659966)	(29, 0.05185669959020079)	(30, 0.088484596262773)	(31, 0.2053262738204406)	(32, 0.39345450296666273)
HP1502401_M18 - polya	(1, 0.002953862634884855)	(2, 0.003347710986202836)	(3, 0.003610276553748156)	(4, 0.004201049080725127)	(5, 0.006629780580519342)	(6, 0.008205173985791264)	(7, 0.009452360431631536)	(8, 0.0108964710531308)	(9, 0.012406223066516392)	(10, 0.02409039082228315)	(11, 0.037612517550867156)	(12, 0.05277567907660941)	(13, 0.07181168272364515)	(14, 0.09609899772158728)	(15, 0.14743056617669745)	(16, 0.21720736575186636)	(17, 0.2521942276272803)	(18, 0.31002429387913716)	(19, 0.38091699711637367)	(20, 0.427916233706986)	(21, 0.4651349029065352)	(22, 0.5072766764975591)	(23, 0.5690452262625958)	(24, 0.6521472283906897)	(25, 0.7150973232096802)	(26, 0.8020065260671814)	(27, 0.8733587190476222)	(28, 0.9453673259469263)	(29, 0.9943358042941286)	(30, 1.0513125324514632)	(31, 1.1123590269057502)	(32, 1.15922698071259)
HP1502401_M19 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 4.019914657211827e-05)	(8, 4.019914657211827e-05)	(9, 4.019914657211827e-05)	(10, 4.019914657211827e-05)	(11, 4.019914657211827e-05)	(12, 8.039829314423654e-05)	(13, 0.00012059743971635482)	(14, 0.00020099573286059137)	(15, 0.0002813940260048279)	(16, 0.00040199146572118274)	(17, 0.000884381224586602)	(18, 0.0009647795177308386)	(19, 0.0012059743971635482)	(20, 0.0015677667163126127)	(21, 0.0017285633026010857)	(22, 0.0024119487943270964)	(23, 0.003376728312057935)	(24, 0.005547482226952322)	(25, 0.007155448089837053)	(26, 0.010974367014188288)	(27, 0.0270540256430356)	(28, 0.06604719781799033)	(29, 0.11782369860287865)	(30, 0.19034295901898002)	(31, 0.4029562452389136)	(32, 0.6892545671255399)
HP1502401_M19 - polya	(1, 0.011135163600476762)	(2, 0.013547112394803858)	(3, 0.01515507825768859)	(4, 0.017888620224592634)	(5, 0.024280284529559437)	(6, 0.026692233323886535)	(7, 0.02910418211821363)	(8, 0.031797524938545554)	(9, 0.034892859224598664)	(10, 0.05008813662885937)	(11, 0.06713257477543752)	(12, 0.08807633013951113)	(13, 0.10897988635701264)	(14, 0.13522992906860587)	(15, 0.17607226198587805)	(16, 0.2208943104137899)	(17, 0.24585798043507537)	(18, 0.2706608538700723)	(19, 0.30474973016322865)	(20, 0.33421570460059136)	(21, 0.3583351925438623)	(22, 0.3822134856077006)	(23, 0.41413160798596244)	(24, 0.4523207972294748)	(25, 0.4912737702578574)	(26, 0.5264078243618888)	(27, 0.5586877390592998)	(28, 0.5886763024021)	(29, 0.6116300150947795)	(30, 0.6380408543926612)	(31, 0.6634869141728121)	(32, 0.6866818217449243)
