Sample	Filename	File type	Encoding	Total Sequences	Total Bases	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	median_sequence_length	basic_statistics	per_base_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
HP1504901_P16	HP1504901_P16.fastq	Conventional base calls	Illumina 1.5	831711.0	35.7 Mbp	0.0	43.0	44.0	58.080462909959365	43.0	43	pass	pass	pass	fail	pass	pass	pass	warn	warn	pass
HP1504901_P17	HP1504901_P17.fastq	Conventional base calls	Illumina 1.5	534314.0	22.9 Mbp	0.0	43.0	46.0	15.859213870495626	43.0	43	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
HP1504901_P18	HP1504901_P18.fastq	Conventional base calls	Illumina 1.5	890445.0	38.2 Mbp	0.0	43.0	44.0	63.1549352236154	43.0	43	pass	pass	pass	fail	pass	pass	pass	warn	warn	pass
HP1504901_P19	HP1504901_P19.fastq	Conventional base calls	Illumina 1.5	266973.0	11.4 Mbp	0.0	43.0	48.0	17.85423994186678	43.0	43	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
HP1504901_P2	HP1504901_P2.fastq	Conventional base calls	Illumina 1.5	322303.0	13.8 Mbp	0.0	43.0	48.0	18.2350148773049	43.0	43	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
HP1504901_P20	HP1504901_P20.fastq	Conventional base calls	Illumina 1.5	932896.0	40.1 Mbp	0.0	43.0	42.0	44.81794745555976	43.0	43	pass	pass	pass	fail	pass	pass	pass	fail	warn	pass
HP1504901_P21	HP1504901_P21.fastq	Conventional base calls	Illumina 1.5	688960.0	29.6 Mbp	0.0	43.0	44.0	49.42647996943178	43.0	43	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
HP1504901_P22	HP1504901_P22.fastq	Conventional base calls	Illumina 1.5	355553.0	15.2 Mbp	0.0	43.0	46.0	21.05790135366598	43.0	43	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
HP1504901_P23	HP1504901_P23.fastq	Conventional base calls	Illumina 1.5	458067.0	19.6 Mbp	0.0	43.0	47.0	20.695444116253736	43.0	43	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
HP1504901_P24	HP1504901_P24.fastq	Conventional base calls	Illumina 1.5	374350.0	16 Mbp	0.0	43.0	46.0	26.15172966475224	43.0	43	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
HP1504901_P3	HP1504901_P3.fastq	Conventional base calls	Illumina 1.5	417081.0	17.9 Mbp	0.0	43.0	45.0	69.22941892296053	43.0	43	pass	pass	pass	fail	fail	pass	pass	warn	fail	pass
HP1504901_P4	HP1504901_P4.fastq	Conventional base calls	Illumina 1.5	620569.0	26.6 Mbp	0.0	43.0	45.0	33.98608148058428	43.0	43	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
HP1504901_P5	HP1504901_P5.fastq	Conventional base calls	Illumina 1.5	192045.0	8.2 Mbp	0.0	43.0	49.0	18.152516337316772	43.0	43	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
HP1504901_P6	HP1504901_P6.fastq	Conventional base calls	Illumina 1.5	136596.0	5.8 Mbp	0.0	43.0	48.0	24.829423994846113	43.0	43	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
HP1504901_P7	HP1504901_P7.fastq	Conventional base calls	Illumina 1.5	517883.0	22.2 Mbp	0.0	43.0	45.0	61.50033048720503	43.0	43	pass	pass	pass	fail	fail	pass	pass	warn	fail	pass
HP1504901_P8	HP1504901_P8.fastq	Conventional base calls	Illumina 1.5	375996.0	16.1 Mbp	0.0	43.0	49.0	18.14407600080852	43.0	43	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
HP1504901_P9	HP1504901_P9.fastq	Conventional base calls	Illumina 1.5	547184.0	23.5 Mbp	0.0	43.0	46.0	57.92394032732177	43.0	43	pass	pass	pass	fail	fail	pass	pass	warn	fail	pass
HP1506401_A1	HP1506401_A1.fastq	Conventional base calls	Illumina 1.5	1238.0	53.2 kbp	0.0	43.0	55.0	97.0113085621971	43.0	43	pass	pass	pass	fail	fail	pass	pass	pass	warn	pass
HP1506401_A10	HP1506401_A10.fastq	Conventional base calls	Illumina 1.5	730.0	31.3 kbp	0.0	43.0	51.0	97.3972602739726	43.0	43	pass	pass	pass	warn	warn	pass	pass	pass	warn	pass
HP1506401_A11	HP1506401_A11.fastq	Conventional base calls	Illumina 1.5	1889.0	81.2 kbp	0.0	43.0	55.0	94.81206987824245	43.0	43	pass	pass	pass	fail	pass	pass	pass	pass	warn	pass
HP1506401_A12	HP1506401_A12.fastq	Conventional base calls	Illumina 1.5	121113.0	5.2 Mbp	0.0	43.0	55.0	70.27899564869172	43.0	43	pass	pass	pass	fail	pass	pass	pass	pass	warn	pass
HP1506401_A13	HP1506401_A13.fastq	Conventional base calls	Illumina 1.5	43664.0	1.8 Mbp	0.0	43.0	54.0	81.10113594723342	43.0	43	pass	pass	pass	fail	pass	pass	pass	pass	warn	pass
HP1506401_A14	HP1506401_A14.fastq	Conventional base calls	Illumina 1.5	1379033.0	59.2 Mbp	0.0	43.0	55.0	40.436278966242405	43.0	43	pass	pass	pass	fail	warn	pass	pass	fail	warn	pass
HP1506401_A15	HP1506401_A15.fastq	Conventional base calls	Illumina 1.5	136473.0	5.8 Mbp	0.0	43.0	55.0	67.11657250884791	43.0	43	pass	pass	pass	fail	pass	pass	pass	warn	warn	pass
HP1506401_A16	HP1506401_A16.fastq	Conventional base calls	Illumina 1.5	12269.0	527.5 kbp	0.0	43.0	54.0	83.25861928437526	43.0	43	pass	pass	pass	fail	fail	pass	pass	pass	warn	pass
HP1506401_A17	HP1506401_A17.fastq	Conventional base calls	Illumina 1.5	2310121.0	99.3 Mbp	0.0	43.0	52.0	41.05238746430717	43.0	43	pass	pass	pass	fail	warn	pass	pass	fail	warn	pass
HP1506401_A18	HP1506401_A18.fastq	Conventional base calls	Illumina 1.5	57232.0	2.4 Mbp	0.0	43.0	55.0	75.75482247693598	43.0	43	pass	pass	pass	fail	pass	pass	pass	pass	warn	pass
HP1506401_A19	HP1506401_A19.fastq	Conventional base calls	Illumina 1.5	6422.0	276.1 kbp	0.0	43.0	54.0	90.29897228277795	43.0	43	pass	pass	pass	fail	pass	pass	pass	pass	warn	pass
HP1506401_A2	HP1506401_A2.fastq	Conventional base calls	Illumina 1.5	70000.0	3 Mbp	0.0	43.0	52.0	76.84857142857143	43.0	43	pass	pass	pass	fail	fail	pass	pass	pass	fail	warn
HP1506401_A20	HP1506401_A20.fastq	Conventional base calls	Illumina 1.5	73788.0	3.1 Mbp	0.0	43.0	57.0	78.28102130427712	43.0	43	pass	pass	pass	fail	pass	pass	pass	pass	warn	pass
HP1506401_A21	HP1506401_A21.fastq	Conventional base calls	Illumina 1.5	1673936.0	71.9 Mbp	0.0	43.0	53.0	50.20006223806437	43.0	43	pass	pass	pass	fail	pass	pass	pass	warn	warn	pass
HP1506401_A22	HP1506401_A22.fastq	Conventional base calls	Illumina 1.5	288.0	12.3 kbp	0.0	43.0	54.0	98.61111111111111	43.0	43	pass	pass	pass	fail	fail	pass	pass	pass	fail	pass
HP1506401_A23	HP1506401_A23.fastq	Conventional base calls	Illumina 1.5	169975.0	7.3 Mbp	0.0	43.0	52.0	48.331813501985586	43.0	43	pass	pass	pass	fail	warn	pass	pass	fail	warn	pass
HP1506401_A24	HP1506401_A24.fastq	Conventional base calls	Illumina 1.5	1030680.0	44.3 Mbp	0.0	43.0	49.0	46.34593689870778	43.0	43	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass
HP1506401_A3	HP1506401_A3.fastq	Conventional base calls	Illumina 1.5	43167.0	1.8 Mbp	0.0	43.0	49.0	75.53918502559826	43.0	43	pass	pass	pass	fail	fail	pass	pass	pass	fail	warn
HP1506401_A4	HP1506401_A4.fastq	Conventional base calls	Illumina 1.5	770259.0	33.1 Mbp	0.0	43.0	54.0	60.30844069810855	43.0	43	pass	pass	pass	fail	pass	pass	pass	warn	warn	pass
HP1506401_A5	HP1506401_A5.fastq	Conventional base calls	Illumina 1.5	313418.0	13.4 Mbp	0.0	43.0	55.0	64.5157802917221	43.0	43	pass	pass	pass	fail	pass	pass	pass	warn	warn	pass
HP1506401_A6	HP1506401_A6.fastq	Conventional base calls	Illumina 1.5	906786.0	38.9 Mbp	0.0	43.0	53.0	46.383381514880064	43.0	43	pass	pass	pass	fail	pass	pass	pass	fail	warn	pass
HP1506401_A7	HP1506401_A7.fastq	Conventional base calls	Illumina 1.5	2604473.0	111.9 Mbp	0.0	43.0	54.0	36.481072846077346	43.0	43	pass	pass	pass	fail	pass	pass	pass	fail	warn	pass
HP1506401_A8	HP1506401_A8.fastq	Conventional base calls	Illumina 1.5	136957.0	5.8 Mbp	0.0	43.0	48.0	67.78989025752608	43.0	43	pass	pass	pass	fail	fail	pass	pass	warn	fail	warn
HP1506401_A9	HP1506401_A9.fastq	Conventional base calls	Illumina 1.5	315591.0	13.5 Mbp	0.0	43.0	52.0	58.56168098084583	43.0	43	pass	pass	pass	fail	pass	pass	pass	warn	warn	pass
HP1506401_B1	HP1506401_B1.fastq	Conventional base calls	Illumina 1.5	1161008.0	49.9 Mbp	0.0	43.0	53.0	50.5285551422743	43.0	43	pass	pass	pass	fail	pass	pass	pass	warn	warn	pass
HP1506401_B10	HP1506401_B10.fastq	Conventional base calls	Illumina 1.5	2764.0	118.8 kbp	0.0	43.0	51.0	90.91895803183792	43.0	43	pass	pass	pass	fail	warn	pass	pass	pass	warn	pass
HP1506401_B11	HP1506401_B11.fastq	Conventional base calls	Illumina 1.5	887931.0	38.1 Mbp	0.0	43.0	54.0	48.761767450212254	43.0	43	pass	pass	pass	fail	pass	pass	pass	fail	warn	pass
HP1506401_B12	HP1506401_B12.fastq	Conventional base calls	Illumina 1.5	68401.0	2.9 Mbp	0.0	43.0	47.0	63.55608836128127	43.0	43	pass	pass	pass	fail	fail	pass	pass	warn	fail	fail
HP1506401_B13	HP1506401_B13.fastq	Conventional base calls	Illumina 1.5	2901.0	124.7 kbp	0.0	43.0	50.0	93.76077214753533	43.0	43	pass	pass	pass	warn	pass	pass	pass	pass	warn	pass
HP1506401_B14	HP1506401_B14.fastq	Conventional base calls	Illumina 1.5	2503407.0	107.6 Mbp	0.0	43.0	52.0	33.93367775767153	43.0	43	pass	pass	pass	fail	pass	pass	pass	fail	warn	pass
HP1506401_B15	HP1506401_B15.fastq	Conventional base calls	Illumina 1.5	306198.0	13.1 Mbp	0.0	43.0	54.0	68.89642839124336	43.0	43	pass	pass	pass	fail	pass	pass	pass	warn	warn	pass
HP1506401_B16	HP1506401_B16.fastq	Conventional base calls	Illumina 1.5	792404.0	34 Mbp	0.0	43.0	54.0	41.7780881866249	43.0	43	pass	pass	pass	fail	pass	pass	pass	fail	warn	pass
HP1506401_B17	HP1506401_B17.fastq	Conventional base calls	Illumina 1.5	1840639.0	79.1 Mbp	0.0	43.0	52.0	54.34695498189846	43.0	43	pass	pass	pass	fail	pass	pass	pass	warn	warn	pass
HP1506401_B18	HP1506401_B18.fastq	Conventional base calls	Illumina 1.5	89564.0	3.8 Mbp	0.0	43.0	54.0	62.132106649993304	43.0	43	pass	pass	pass	fail	warn	pass	pass	warn	warn	pass
HP1506401_B19	HP1506401_B19.fastq	Conventional base calls	Illumina 1.5	2904.0	124.8 kbp	0.0	43.0	51.0	90.08264462809917	43.0	43	pass	pass	pass	fail	warn	pass	pass	pass	warn	warn
HP1506401_B2	HP1506401_B2.fastq	Conventional base calls	Illumina 1.5	104639.0	4.4 Mbp	0.0	43.0	40.0	53.57371534513901	43.0	43	pass	pass	pass	fail	fail	pass	pass	warn	fail	fail
HP1506401_B20	HP1506401_B20.fastq	Conventional base calls	Illumina 1.5	73830.0	3.1 Mbp	0.0	43.0	52.0	74.08912366246783	43.0	43	pass	pass	pass	fail	warn	pass	pass	pass	warn	pass
HP1506401_B21	HP1506401_B21.fastq	Conventional base calls	Illumina 1.5	468151.0	20.1 Mbp	0.0	43.0	57.0	28.12837953926559	43.0	43	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass
HP1506401_B22	HP1506401_B22.fastq	Conventional base calls	Illumina 1.5	492178.0	21.1 Mbp	0.0	43.0	50.0	53.869858373643375	43.0	43	pass	pass	pass	fail	warn	pass	pass	warn	fail	pass
HP1506401_B23	HP1506401_B23.fastq	Conventional base calls	Illumina 1.5	235875.0	10.1 Mbp	0.0	43.0	55.0	53.15532857831994	43.0	43	pass	pass	pass	fail	pass	pass	pass	warn	warn	pass
HP1506401_B24	HP1506401_B24.fastq	Conventional base calls	Illumina 1.5	1115028.0	47.9 Mbp	0.0	43.0	51.0	55.82527408095028	43.0	43	pass	pass	pass	fail	pass	pass	pass	warn	warn	pass
HP1506401_B3	HP1506401_B3.fastq	Conventional base calls	Illumina 1.5	804048.0	34.5 Mbp	0.0	43.0	51.0	67.00166273974456	43.0	43	pass	pass	pass	fail	warn	pass	pass	warn	warn	pass
HP1506401_B4	HP1506401_B4.fastq	Conventional base calls	Illumina 1.5	1412172.0	60.7 Mbp	0.0	43.0	54.0	52.33003894829108	43.0	43	pass	pass	pass	fail	pass	pass	pass	warn	warn	pass
HP1506401_B5	HP1506401_B5.fastq	Conventional base calls	Illumina 1.5	888160.0	38.1 Mbp	0.0	43.0	54.0	62.511055702823484	43.0	43	pass	pass	pass	fail	pass	pass	pass	warn	warn	pass
HP1506401_B6	HP1506401_B6.fastq	Conventional base calls	Illumina 1.5	571941.0	24.5 Mbp	0.0	43.0	51.0	54.63078872158087	43.0	43	pass	pass	pass	fail	warn	pass	pass	warn	warn	pass
HP1506401_B7	HP1506401_B7.fastq	Conventional base calls	Illumina 1.5	36415.0	1.5 Mbp	0.0	43.0	59.0	87.20856789784429	43.0	43	pass	pass	pass	fail	warn	pass	pass	pass	warn	pass
HP1506401_B8	HP1506401_B8.fastq	Conventional base calls	Illumina 1.5	1062991.0	45.7 Mbp	0.0	43.0	55.0	55.50718545930068	43.0	43	pass	pass	pass	fail	pass	pass	pass	warn	warn	pass
HP1506401_B9	HP1506401_B9.fastq	Conventional base calls	Illumina 1.5	136995.0	5.8 Mbp	0.0	43.0	53.0	51.52742800832147	43.0	43	pass	pass	pass	fail	warn	pass	pass	warn	warn	pass
HP1506401_C1	HP1506401_C1.fastq	Conventional base calls	Illumina 1.5	8744.0	375.9 kbp	0.0	43.0	53.0	84.68664226898444	43.0	43	pass	pass	pass	warn	warn	pass	pass	pass	warn	pass
HP1506401_C10	HP1506401_C10.fastq	Conventional base calls	Illumina 1.5	830.0	35.6 kbp	0.0	43.0	51.0	97.34939759036145	43.0	43	pass	pass	pass	fail	warn	pass	pass	pass	warn	pass
HP1506401_C11	HP1506401_C11.fastq	Conventional base calls	Illumina 1.5	7738.0	332.7 kbp	0.0	43.0	56.0	91.71620573791678	43.0	43	pass	pass	pass	fail	fail	pass	pass	pass	warn	warn
HP1506401_C12	HP1506401_C12.fastq	Conventional base calls	Illumina 1.5	667718.0	28.7 Mbp	0.0	43.0	49.0	45.473273756437074	43.0	43	pass	pass	pass	fail	pass	pass	pass	fail	warn	pass
HP1506401_C13	HP1506401_C13.fastq	Conventional base calls	Illumina 1.5	1206946.0	51.8 Mbp	0.0	43.0	54.0	39.024195531376634	43.0	43	pass	pass	pass	fail	pass	pass	pass	fail	warn	pass
HP1506401_C14	HP1506401_C14.fastq	Conventional base calls	Illumina 1.5	154524.0	6.6 Mbp	0.0	43.0	55.0	71.44283557440386	43.0	43	pass	pass	pass	fail	fail	pass	pass	pass	warn	warn
HP1506401_C15	HP1506401_C15.fastq	Conventional base calls	Illumina 1.5	103512.0	4.4 Mbp	0.0	43.0	56.0	64.88619676945669	43.0	43	pass	pass	pass	fail	pass	pass	pass	warn	warn	pass
HP1506401_C16	HP1506401_C16.fastq	Conventional base calls	Illumina 1.5	302392.0	13 Mbp	0.0	43.0	51.0	67.99486013558132	43.0	43	pass	pass	pass	fail	pass	pass	pass	warn	warn	pass
HP1506401_C17	HP1506401_C17.fastq	Conventional base calls	Illumina 1.5	1681788.0	72.3 Mbp	0.0	43.0	52.0	51.94330164310309	43.0	43	pass	pass	pass	fail	pass	pass	pass	warn	warn	pass
HP1506401_C18	HP1506401_C18.fastq	Conventional base calls	Illumina 1.5	627560.0	26.9 Mbp	0.0	43.0	52.0	53.56332487637244	43.0	43	pass	pass	pass	fail	warn	pass	pass	warn	warn	pass
HP1506401_C19	HP1506401_C19.fastq	Conventional base calls	Illumina 1.5	422.0	18.1 kbp	0.0	43.0	52.0	98.10426540284361	43.0	43	pass	pass	pass	fail	fail	pass	pass	pass	warn	pass
HP1506401_C2	HP1506401_C2.fastq	Conventional base calls	Illumina 1.5	26809.0	1.1 Mbp	0.0	43.0	52.0	85.45264649930994	43.0	43	pass	pass	pass	fail	fail	pass	pass	pass	fail	pass
HP1506401_C20	HP1506401_C20.fastq	Conventional base calls	Illumina 1.5	1386.0	59.5 kbp	0.0	43.0	57.0	92.56854256854257	43.0	43	pass	pass	pass	fail	fail	pass	pass	pass	fail	pass
HP1506401_C21	HP1506401_C21.fastq	Conventional base calls	Illumina 1.5	381661.0	16.4 Mbp	0.0	43.0	51.0	51.26942678470304	43.0	43	pass	pass	pass	fail	warn	pass	pass	warn	warn	pass
HP1506401_C22	HP1506401_C22.fastq	Conventional base calls	Illumina 1.5	112.0	4.8 kbp	0.0	43.0	51.0	99.10714285714286	43.0	43	pass	pass	pass	fail	warn	pass	pass	pass	fail	pass
HP1506401_C23	HP1506401_C23.fastq	Conventional base calls	Illumina 1.5	1247654.0	53.6 Mbp	0.0	43.0	54.0	32.80797925604069	43.0	43	pass	pass	pass	fail	pass	pass	pass	fail	warn	pass
HP1506401_C24	HP1506401_C24.fastq	Conventional base calls	Illumina 1.5	321629.0	13.8 Mbp	0.0	43.0	51.0	59.74184738093717	43.0	43	pass	pass	pass	fail	pass	pass	pass	warn	warn	pass
HP1506401_C3	HP1506401_C3.fastq	Conventional base calls	Illumina 1.5	132268.0	5.6 Mbp	0.0	43.0	46.0	62.63797743974355	43.0	43	pass	pass	pass	fail	fail	pass	pass	warn	fail	fail
HP1506401_C4	HP1506401_C4.fastq	Conventional base calls	Illumina 1.5	1741047.0	74.8 Mbp	0.0	43.0	54.0	45.28655161145402	43.0	43	pass	pass	pass	fail	pass	pass	pass	fail	warn	pass
HP1506401_C5	HP1506401_C5.fastq	Conventional base calls	Illumina 1.5	2287613.0	98.3 Mbp	0.0	43.0	52.0	45.08886015573069	43.0	43	pass	pass	pass	fail	pass	pass	pass	fail	warn	pass
HP1506401_C6	HP1506401_C6.fastq	Conventional base calls	Illumina 1.5	26550.0	1.1 Mbp	0.0	43.0	50.0	81.2090395480226	43.0	43	pass	pass	pass	fail	fail	pass	pass	pass	fail	warn
HP1506401_C7	HP1506401_C7.fastq	Conventional base calls	Illumina 1.5	3672724.0	157.9 Mbp	0.0	43.0	54.0	42.7330905479331	43.0	43	pass	pass	pass	fail	pass	pass	pass	fail	warn	pass
HP1506401_C8	HP1506401_C8.fastq	Conventional base calls	Illumina 1.5	486134.0	20.9 Mbp	0.0	43.0	52.0	61.86112340543107	43.0	43	pass	pass	pass	fail	pass	pass	pass	warn	warn	pass
HP1506401_C9	HP1506401_C9.fastq	Conventional base calls	Illumina 1.5	438945.0	18.8 Mbp	0.0	43.0	52.0	56.53606477175989	43.0	43	pass	pass	pass	fail	pass	pass	pass	warn	warn	pass
HP1506401_D1	HP1506401_D1.fastq	Conventional base calls	Illumina 1.5	1111601.0	47.7 Mbp	0.0	43.0	51.0	61.56891169182403	43.0	43	pass	pass	pass	fail	pass	pass	pass	warn	warn	pass
HP1506401_D10	HP1506401_D10.fastq	Conventional base calls	Illumina 1.5	29750.0	1.2 Mbp	0.0	43.0	53.0	76.13781512605043	43.0	43	pass	pass	pass	fail	pass	pass	pass	pass	warn	pass
HP1506401_D11	HP1506401_D11.fastq	Conventional base calls	Illumina 1.5	110700.0	4.7 Mbp	0.0	43.0	46.0	63.28455284552845	43.0	43	pass	pass	pass	fail	fail	pass	pass	warn	fail	fail
HP1506401_D12	HP1506401_D12.fastq	Conventional base calls	Illumina 1.5	1202304.0	51.6 Mbp	0.0	43.0	51.0	44.670958504832754	43.0	43	pass	pass	pass	fail	pass	pass	pass	fail	warn	pass
HP1506401_D13	HP1506401_D13.fastq	Conventional base calls	Illumina 1.5	719917.0	30.9 Mbp	0.0	43.0	53.0	54.901868079300385	43.0	43	pass	pass	pass	fail	pass	pass	pass	warn	warn	pass
HP1506401_D14	HP1506401_D14.fastq	Conventional base calls	Illumina 1.5	345197.0	14.8 Mbp	0.0	43.0	55.0	51.07821481980422	43.0	43	pass	pass	pass	fail	pass	pass	pass	warn	warn	pass
HP1506401_D15	HP1506401_D15.fastq	Conventional base calls	Illumina 1.5	757623.0	32.5 Mbp	0.0	43.0	54.0	62.58003217025813	43.0	43	pass	pass	pass	fail	pass	pass	pass	warn	warn	pass
HP1506401_D16	HP1506401_D16.fastq	Conventional base calls	Illumina 1.5	14873.0	639.5 kbp	0.0	43.0	53.0	75.02857527062461	43.0	43	pass	pass	pass	fail	warn	pass	pass	pass	warn	pass
HP1506401_D17	HP1506401_D17.fastq	Conventional base calls	Illumina 1.5	1640274.0	70.5 Mbp	0.0	43.0	53.0	49.657455675899584	43.0	43	pass	pass	pass	fail	pass	pass	pass	fail	warn	pass
HP1506401_D18	HP1506401_D18.fastq	Conventional base calls	Illumina 1.5	1042047.0	44.8 Mbp	0.0	43.0	52.0	59.07350115239486	43.0	43	pass	pass	pass	fail	pass	pass	pass	warn	warn	pass
HP1506401_D19	HP1506401_D19.fastq	Conventional base calls	Illumina 1.5	16461.0	707.8 kbp	0.0	43.0	54.0	82.01202843083652	43.0	43	pass	pass	pass	fail	pass	pass	pass	pass	warn	warn
HP1506401_D2	HP1506401_D2.fastq	Conventional base calls	Illumina 1.5	1610057.0	69.2 Mbp	0.0	43.0	49.0	54.79207248761073	43.0	43	pass	pass	pass	fail	pass	pass	pass	warn	warn	pass
HP1506401_D20	HP1506401_D20.fastq	Conventional base calls	Illumina 1.5	5771.0	248.1 kbp	0.0	43.0	49.0	89.4645642003119	43.0	43	pass	pass	pass	fail	warn	pass	pass	pass	warn	pass
HP1506401_D21	HP1506401_D21.fastq	Conventional base calls	Illumina 1.5	20869.0	897.3 kbp	0.0	43.0	56.0	87.83362882744741	43.0	43	pass	pass	pass	fail	pass	pass	pass	pass	warn	pass
HP1506401_D22	HP1506401_D22.fastq	Conventional base calls	Illumina 1.5	746159.0	32 Mbp	0.0	43.0	47.0	39.84341010656756	43.0	43	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass
HP1506401_D23	HP1506401_D23.fastq	Conventional base calls	Illumina 1.5	1344441.0	57.8 Mbp	0.0	43.0	53.0	45.932896422869405	43.0	43	pass	pass	pass	fail	pass	pass	pass	fail	warn	pass
HP1506401_D24	HP1506401_D24.fastq	Conventional base calls	Illumina 1.5	2129310.0	91.5 Mbp	0.0	43.0	51.0	49.53955142131122	43.0	43	pass	pass	pass	fail	pass	pass	pass	fail	warn	pass
HP1506401_D3	HP1506401_D3.fastq	Conventional base calls	Illumina 1.5	2481445.0	106.7 Mbp	0.0	43.0	54.0	31.40848846355177	43.0	43	pass	pass	pass	fail	pass	pass	pass	fail	warn	pass
HP1506401_D4	HP1506401_D4.fastq	Conventional base calls	Illumina 1.5	335973.0	14.4 Mbp	0.0	43.0	46.0	43.75574866490329	43.0	43	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
HP1506401_D5	HP1506401_D5.fastq	Conventional base calls	Illumina 1.5	40582.0	1.7 Mbp	0.0	43.0	50.0	76.95283623281257	43.0	43	pass	pass	pass	fail	fail	pass	pass	pass	fail	warn
HP1506401_D6	HP1506401_D6.fastq	Conventional base calls	Illumina 1.5	961714.0	41.3 Mbp	0.0	43.0	37.0	35.1538832991727	43.0	43	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail
HP1506401_D7	HP1506401_D7.fastq	Conventional base calls	Illumina 1.5	601076.0	25.8 Mbp	0.0	43.0	54.0	65.20027166312452	43.0	43	pass	pass	pass	fail	pass	pass	pass	warn	warn	pass
HP1506401_D8	HP1506401_D8.fastq	Conventional base calls	Illumina 1.5	480204.0	20.6 Mbp	0.0	43.0	55.0	63.56457244490393	43.0	43	pass	pass	pass	fail	pass	pass	pass	warn	warn	pass
HP1506401_D9	HP1506401_D9.fastq	Conventional base calls	Illumina 1.5	817340.0	35.1 Mbp	0.0	43.0	52.0	51.89882079025316	43.0	43	pass	pass	pass	fail	pass	pass	pass	warn	warn	pass
HP1506401_E1	HP1506401_E1.fastq	Conventional base calls	Illumina 1.5	42843.0	1.8 Mbp	0.0	43.0	49.0	66.43559041150246	43.0	43	pass	pass	pass	fail	fail	pass	pass	warn	fail	warn
HP1506401_E10	HP1506401_E10.fastq	Conventional base calls	Illumina 1.5	424961.0	18.2 Mbp	0.0	43.0	47.0	56.3407185854781	43.0	43	pass	pass	pass	fail	fail	pass	pass	warn	fail	warn
HP1506401_E11	HP1506401_E11.fastq	Conventional base calls	Illumina 1.5	79057.0	3.3 Mbp	0.0	43.0	53.0	71.85321982873117	43.0	43	pass	pass	pass	fail	pass	pass	pass	pass	warn	pass
HP1506401_E12	HP1506401_E12.fastq	Conventional base calls	Illumina 1.5	1428722.0	61.4 Mbp	0.0	43.0	51.0	55.03667538407453	43.0	43	pass	pass	pass	fail	warn	pass	pass	warn	warn	pass
HP1506401_E13	HP1506401_E13.fastq	Conventional base calls	Illumina 1.5	4885.0	210 kbp	0.0	43.0	54.0	85.07676560900717	43.0	43	pass	pass	pass	fail	warn	pass	pass	pass	warn	pass
HP1506401_E14	HP1506401_E14.fastq	Conventional base calls	Illumina 1.5	4699673.0	202 Mbp	0.0	43.0	54.0	33.48167098397706	43.0	43	pass	pass	pass	fail	pass	pass	pass	fail	warn	pass
HP1506401_E15	HP1506401_E15.fastq	Conventional base calls	Illumina 1.5	1267351.0	54.4 Mbp	0.0	43.0	53.0	50.93234575092445	43.0	43	pass	pass	pass	fail	warn	pass	pass	warn	warn	pass
HP1506401_E16	HP1506401_E16.fastq	Conventional base calls	Illumina 1.5	861946.0	37 Mbp	0.0	43.0	53.0	59.1922879643224	43.0	43	pass	pass	pass	fail	pass	pass	pass	warn	warn	pass
HP1506401_E17	HP1506401_E17.fastq	Conventional base calls	Illumina 1.5	6868201.0	295.3 Mbp	0.0	43.0	53.0	41.894672957876146	43.0	43	pass	pass	pass	fail	pass	pass	pass	fail	warn	pass
HP1506401_E18	HP1506401_E18.fastq	Conventional base calls	Illumina 1.5	5223182.0	224.5 Mbp	0.0	43.0	53.0	35.40622140175792	43.0	43	pass	pass	pass	fail	pass	pass	pass	fail	warn	pass
HP1506401_E19	HP1506401_E19.fastq	Conventional base calls	Illumina 1.5	34915.0	1.5 Mbp	0.0	43.0	56.0	72.34140054417873	43.0	43	pass	pass	pass	fail	pass	pass	pass	pass	warn	pass
HP1506401_E2	HP1506401_E2.fastq	Conventional base calls	Illumina 1.5	23464.0	1 Mbp	0.0	43.0	55.0	87.90487555404023	43.0	43	pass	pass	pass	fail	fail	pass	pass	pass	warn	pass
HP1506401_E20	HP1506401_E20.fastq	Conventional base calls	Illumina 1.5	75179.0	3.2 Mbp	0.0	43.0	56.0	62.82472498969127	43.0	43	pass	pass	pass	fail	pass	pass	pass	warn	warn	pass
