Sample	fastqc-percent_duplicates	fastqc-percent_gc	fastqc-avg_sequence_length	fastqc-median_sequence_length	fastqc-percent_fails	fastqc-total_sequences
HP1506401_K4	21.67025570408066	51.0	43.0	43	10.0	0.241037
HP1506401_K5	47.129443705987164	40.0	43.0	43	40.0	0.070718
HP1506401_K6	30.26390599331495	52.0	43.0	43	10.0	0.420768
HP1506401_K7	53.76106888354615	46.0	43.0	43	50.0	0.24667599999999998
HP1506401_K8	39.70419220665499	48.0	43.0	43	0.0	0.073088
HP1506401_K9	50.48795324112031	45.0	43.0	43	40.0	0.075622
HP1506401_L1	16.36917811195714	51.0	43.0	43	10.0	0.225347
HP1506401_L10	22.87215968350654	50.0	43.0	43	10.0	0.276961
HP1506401_L11	41.8991913500118	53.0	43.0	43	10.0	0.371805
HP1506401_L12	45.08336807002918	41.0	43.0	43	40.0	0.047979999999999995
HP1506401_L13	37.517550053520374	52.0	43.0	43	10.0	0.353775
HP1506401_L14	38.76648598478305	50.0	43.0	43	10.0	0.336486
HP1506401_L15	14.871116986120285	53.0	43.0	43	20.0	0.007565
HP1506401_L16	34.370157602328135	45.0	43.0	43	40.0	0.026459
HP1506401_L17	35.75142091890618	53.0	43.0	43	10.0	0.328543
HP1506401_L18	50.712094847634226	53.0	43.0	43	20.0	0.606525
HP1506401_L19	30.542546831406938	54.0	43.0	43	10.0	0.080288
HP1506401_L2	35.12440812154037	48.0	43.0	43	10.0	0.280928
HP1506401_L20	54.659085066634745	49.0	43.0	43	20.0	3.9743649999999997
HP1506401_L21	25.749584538102027	52.0	43.0	43	10.0	0.45981299999999997
HP1506401_L22	46.5329257252319	55.0	43.0	43	10.0	0.076217
HP1506401_L23	47.38228071638386	53.0	43.0	43	10.0	1.5080909999999998
HP1506401_L24	32.98887122416534	43.0	43.0	43	40.0	0.02516
HP1506401_L3	53.94875455283296	55.0	43.0	43	20.0	1.931479
HP1506401_L4	42.34050683207865	52.0	43.0	43	10.0	1.325281
HP1506401_L5	31.761777933021875	54.0	43.0	43	10.0	0.11451499999999999
HP1506401_L6	41.55857337149585	44.0	43.0	43	40.0	0.049263
HP1506401_L7	26.65372326822404	54.0	43.0	43	10.0	0.143943
HP1506401_L8	63.76134759326357	46.0	43.0	43	40.0	0.281116
HP1506401_L9	37.171860893002695	53.0	43.0	43	10.0	0.341657
HP1506401_M1	46.26587800263018	52.0	43.0	43	10.0	2.290447
HP1506401_M10	70.76363075625112	51.0	43.0	43	20.0	1.329548
HP1506401_M11	33.096620735470154	51.0	43.0	43	10.0	0.937124
HP1506401_M12	39.77940447779788	50.0	43.0	43	10.0	0.318384
HP1506401_M13	7.72921108742004	51.0	43.0	43	10.0	0.0018759999999999998
HP1506401_M14	36.42308588442026	47.0	43.0	43	0.0	0.535029
HP1506401_M15	5.179558011049721	49.0	43.0	43	20.0	0.0014479999999999999
HP1506401_M16	42.66660163792035	50.0	43.0	43	0.0	0.5921529999999999
HP1506401_M17	36.01220551229467	56.0	43.0	43	10.0	0.100938
HP1506401_M18	50.993176465146774	51.0	43.0	43	20.0	0.831328
HP1506401_M19	46.78405289326013	53.0	43.0	43	10.0	0.48829999999999996
HP1506401_M2	31.062236780533453	43.0	43.0	43	40.0	0.02137
HP1506401_M20	3.132678132678137	52.0	43.0	43	20.0	0.0016279999999999999
HP1506401_M21	47.05535011889944	51.0	43.0	43	10.0	1.6154689999999998
HP1506401_M22	0.0	50.0	43.0	43	20.0	9.999999999999999e-05
HP1506401_M23	22.517441954143365	56.0	43.0	43	20.0	0.062063
HP1506401_M24	44.172897896064846	51.0	43.0	43	10.0	1.7601399999999998
HP1506401_M3	28.738983929497152	50.0	43.0	43	10.0	0.061728
HP1506401_M4	39.602912406227816	52.0	43.0	43	10.0	0.5223369999999999
HP1506401_M5	33.13646736649932	46.0	43.0	43	30.0	0.10955
HP1506401_M6	40.223733720791785	51.0	43.0	43	10.0	0.553061
HP1506401_M7	47.069716610251824	55.0	43.0	43	10.0	0.065881
HP1506401_M8	41.20646519649477	52.0	43.0	43	10.0	0.42357799999999995
HP1506401_M9	35.97864677786008	49.0	43.0	43	20.0	0.039151
HP1506401_N1	25.64443991592718	50.0	43.0	43	10.0	0.154997
HP1506401_N10	31.6766769130097	50.0	43.0	43	10.0	0.815954
HP1506401_N11	37.22322387213095	52.0	43.0	43	10.0	0.098726
HP1506401_N12	58.70107115945155	42.0	43.0	43	50.0	0.266694
HP1506401_N13	11.596385542168676	52.0	43.0	43	10.0	0.007304
HP1506401_N14	39.86400235663786	47.0	43.0	43	30.0	0.040736
HP1506401_N15	33.076278518437775	54.0	43.0	43	10.0	0.146791
HP1506401_N16	26.90129542250203	53.0	43.0	43	10.0	0.140117
HP1506401_N17	32.825520887776065	52.0	43.0	43	10.0	0.243254
HP1506401_N18	58.469045674222315	46.0	43.0	43	40.0	0.235056
HP1506401_N19	24.482951996410947	53.0	43.0	43	10.0	0.08915999999999999
HP1506401_N2	38.05239655968853	41.0	43.0	43	40.0	0.045461
HP1506401_N20	55.07045750227741	49.0	43.0	43	20.0	2.2858
HP1506401_N21	23.707900868460072	53.0	43.0	43	10.0	0.037767999999999996
HP1506401_N22	56.09719511208783	53.0	43.0	43	20.0	1.043615
HP1506401_N23	45.387169397696105	53.0	43.0	43	10.0	0.548248
HP1506401_N24	42.22803574531767	51.0	43.0	43	10.0	1.2634919999999998
HP1506401_N3	6.92491377023083	50.0	43.0	43	10.0	0.0037689999999999998
HP1506401_N4	39.70558714041121	51.0	43.0	43	10.0	1.617008
HP1506401_N5	61.20756633137863	53.0	43.0	43	20.0	1.053658
HP1506401_N6	65.80855093525292	44.0	43.0	43	40.0	0.30206
HP1506401_N7	31.25591319926727	55.0	43.0	43	10.0	0.049677
HP1506401_N8	46.922385815654856	43.0	43.0	43	40.0	0.109078
HP1506401_N9	61.0258713802726	54.0	43.0	43	20.0	0.9455819999999999
HP1506401_O1	43.68784421493653	43.0	43.0	43	30.0	0.08878899999999999
HP1506401_O10	58.759179228680026	54.0	43.0	43	20.0	2.614756
HP1506401_O11	56.805886279117836	54.0	43.0	43	20.0	1.328916
HP1506401_O12	56.44886477217594	52.0	43.0	43	20.0	0.8004779999999999
HP1506401_O13	64.18989523526758	54.0	43.0	43	30.0	0.259343
HP1506401_O14	48.6877977041259	49.0	43.0	43	30.0	0.656397
HP1506401_O15	42.2452041581824	46.0	43.0	43	30.0	0.09330999999999999
HP1506401_O16	56.046061815984714	53.0	43.0	43	20.0	1.0962399999999999
HP1506401_O17	22.85601888276946	53.0	43.0	43	10.0	0.025419999999999998
HP1506401_O18	62.719797017496035	52.0	43.0	43	20.0	1.266224
HP1506401_O19	50.89438319529589	49.0	43.0	43	20.0	0.393731
HP1506401_O2	25.851820036688295	51.0	43.0	43	10.0	0.387082
HP1506401_O20	13.71709340064912	53.0	43.0	43	10.0	0.022184
HP1506401_O21	62.87055944011818	54.0	43.0	43	20.0	2.247697
HP1506401_O22	0.0	49.0	43.0	43	20.0	0.000133
HP1506401_O23	35.403912110621306	53.0	43.0	43	10.0	0.40959999999999996
HP1506401_O24	55.20081660911301	52.0	43.0	43	20.0	1.9694909999999999
HP1506401_O3	39.78750076609291	51.0	43.0	43	10.0	0.17862599999999998
HP1506401_O4	44.448513024354554	47.0	43.0	43	10.0	0.611904
HP1506401_O5	49.81086645735432	46.0	43.0	43	30.0	0.146193
HP1506401_O6	39.79022347388067	49.0	43.0	43	10.0	1.044881
HP1506401_O7	55.905326662597965	53.0	43.0	43	20.0	5.09289
HP1506401_O8	57.06250519917011	49.0	43.0	43	10.0	0.7729079999999999
HP1506401_O9	18.759231905465285	46.0	43.0	43	30.0	0.010832
HP1506401_P1	20.292565631026562	51.0	43.0	43	10.0	0.236815
HP1506401_P10	48.558343020761264	53.0	43.0	43	10.0	0.205709
HP1506401_P11	42.542349634733526	49.0	43.0	43	10.0	0.423514
HP1506401_P12	44.867915909543285	52.0	43.0	43	10.0	0.530671
HP1506401_P14	59.4587181459321	53.0	43.0	43	20.0	2.219665
HP1506401_P15	18.639530493873764	54.0	43.0	43	10.0	0.029137
HP1506401_P16	46.13080641771177	40.0	43.0	43	40.0	0.057092
HP1506401_P17	47.32517352852553	52.0	43.0	43	10.0	0.20016199999999998
HP1506401_P18	45.56243409514822	49.0	43.0	43	10.0	0.270924
HP1506401_P19	35.74420302834075	53.0	43.0	43	10.0	0.14516199999999999
HP1506401_P2	11.652759478846434	47.0	43.0	43	20.0	0.006830999999999999
HP1506401_P20	49.859936157973216	53.0	43.0	43	10.0	1.124285
HP1506401_P21	30.573620059374875	51.0	43.0	43	10.0	0.258299
HP1506401_P22	42.592158165611316	50.0	43.0	43	10.0	0.212581
HP1506401_P23	54.345745023547195	54.0	43.0	43	20.0	0.5091129999999999
HP1506401_P24	54.2063549761299	40.0	43.0	43	50.0	0.658666
HP1506401_P3	31.778111619156803	50.0	43.0	43	10.0	0.27895
HP1506401_P4	46.99887219913025	47.0	43.0	43	20.0	2.4875599999999998
HP1506401_P5	44.992483555031896	52.0	43.0	43	10.0	1.009652
HP1506401_P6	59.572025564395396	40.0	43.0	43	50.0	0.25449
HP1506401_P7	19.478558896731812	53.0	43.0	43	10.0	0.024509
HP1506401_P8	59.24759753256938	35.0	43.0	43	50.0	0.170866
HP1506401_P9	48.6936777548608	48.0	43.0	43	20.0	0.41097999999999996
HP1507101_A1	5.043478260869563	50.0	43.0	43	30.0	0.000575
HP1507101_A10	31.946949602122018	53.0	43.0	43	0.0	0.028274999999999998
HP1507101_A11	26.140850243320173	55.0	43.0	43	10.0	0.010891
HP1507101_A12	59.91583571904424	54.0	43.0	43	20.0	0.27996499999999996
HP1507101_A13	40.42864320477537	54.0	43.0	43	10.0	0.133351
HP1507101_A14	41.02314147664661	53.0	43.0	43	0.0	0.11796999999999999
HP1507101_A15	16.986480593109462	53.0	43.0	43	0.0	0.004586
HP1507101_A16	53.19734651065173	53.0	43.0	43	10.0	0.24243599999999998
HP1507101_A17	19.879026450962513	55.0	43.0	43	10.0	0.020831
HP1507101_A18	56.564741347929385	52.0	43.0	43	10.0	0.745641
HP1507101_A19	28.247634416489404	54.0	43.0	43	0.0	0.013633
HP1507101_A2	70.4984157488786	53.0	43.0	43	10.0	0.349734
HP1507101_A20	41.72694902009706	53.0	43.0	43	0.0	0.265648
HP1507101_A21	2.7272727272727195	50.0	43.0	43	20.0	0.00033
HP1507101_A22	27.23963557770861	50.0	43.0	43	0.0	0.096701
HP1507101_A23	48.28722002635046	52.0	43.0	43	10.0	0.016697999999999998
HP1507101_A24	73.74312022858807	49.0	43.0	43	30.0	0.451965
HP1507101_A3	64.83861570999977	51.0	43.0	43	20.0	0.61976
HP1507101_A4	60.39354552843947	51.0	43.0	43	10.0	1.86822
HP1507101_A5	48.68895614529573	53.0	43.0	43	10.0	0.182717
HP1507101_A6	50.88813362675057	54.0	43.0	43	10.0	0.15859099999999998
HP1507101_A7	23.372691492582504	52.0	43.0	43	0.0	0.019818
HP1507101_A8	27.484386709967524	53.0	43.0	43	0.0	0.020014999999999998
HP1507101_A9	55.08837059155839	53.0	43.0	43	10.0	0.061954999999999996
HP1507101_B1	45.02410770430932	51.0	43.0	43	0.0	0.574009
HP1507101_B10	52.78277910339389	52.0	43.0	43	10.0	0.23056
HP1507101_B11	53.565448781452076	52.0	43.0	43	10.0	0.234704
HP1507101_B12	49.81439085851226	53.0	43.0	43	0.0	0.24196299999999998
HP1507101_B13	58.88170362508361	49.0	43.0	43	20.0	0.9212239999999999
HP1507101_B14	46.02155243729973	51.0	43.0	43	0.0	0.590491
HP1507101_B15	52.0597978047599	51.0	43.0	43	10.0	0.995868
HP1507101_B16	45.63243102482344	52.0	43.0	43	0.0	0.347267
HP1507101_B17	62.26667345875011	53.0	43.0	43	10.0	0.268951
HP1507101_B18	41.18502015461453	53.0	43.0	43	0.0	0.342273
HP1507101_B19	54.690375163925644	51.0	43.0	43	10.0	0.7265889999999999
HP1507101_B2	64.28775219074791	53.0	43.0	43	20.0	0.19627999999999998
HP1507101_B20	55.24579106563405	53.0	43.0	43	10.0	0.48059399999999997
HP1507101_B21	4.310344827586206	50.0	43.0	43	20.0	0.00058
HP1507101_B22	5.940108001963679	52.0	43.0	43	0.0	0.0020369999999999997
HP1507101_B23	51.98270405663205	51.0	43.0	43	10.0	0.9275829999999999
HP1507101_B24	51.47685293709749	52.0	43.0	43	10.0	0.670003
HP1507101_B3	50.43247290916358	52.0	43.0	43	10.0	0.938905
HP1507101_B4	47.66611836447886	51.0	43.0	43	0.0	0.519519
HP1507101_B5	58.53299664019708	54.0	43.0	43	20.0	0.649983
HP1507101_B6	51.54637454355587	51.0	43.0	43	10.0	0.689286
HP1507101_B7	51.85240061620943	52.0	43.0	43	10.0	0.59719
HP1507101_B8	29.709110042092604	52.0	43.0	43	0.0	0.026608
HP1507101_B9	71.69066658213202	52.0	43.0	43	20.0	0.252362
HP1507101_C1	7.815368476265405	53.0	43.0	43	0.0	0.003813
HP1507101_C10	47.779822989494015	54.0	43.0	43	10.0	1.078558
HP1507101_C11	25.0	54.0	43.0	43	0.0	0.03156
HP1507101_C12	52.434231633727364	55.0	43.0	43	20.0	0.420506
HP1507101_C13	20.730804049049453	53.0	43.0	43	0.0	0.012150999999999999
HP1507101_C14	34.7226057818841	53.0	43.0	43	10.0	0.41286599999999996
HP1507101_C15	31.764348618281204	54.0	43.0	43	0.0	0.029637
HP1507101_C16	59.87278654372902	53.0	43.0	43	10.0	0.207368
HP1507101_C17	18.052274069698754	54.0	43.0	43	0.0	0.013543999999999999
HP1507101_C18	45.71691069876481	54.0	43.0	43	0.0	0.198377
HP1507101_C19	27.589295121694235	53.0	43.0	43	0.0	0.018982
HP1507101_C2	44.079869249374035	52.0	43.0	43	10.0	1.416601
HP1507101_C20	46.918992314422916	53.0	43.0	43	0.0	0.295943
HP1507101_C21	13.696612665684825	53.0	43.0	43	0.0	0.0013579999999999998
HP1507101_C22	13.133640552995402	55.0	43.0	43	0.0	0.005208
HP1507101_C23	15.33180778032036	53.0	43.0	43	10.0	0.005680999999999999
HP1507101_C24	44.672704313704195	53.0	43.0	43	0.0	0.14729799999999998
HP1507101_C3	70.27095744727487	51.0	43.0	43	20.0	0.228117
HP1507101_C4	50.89821397546544	51.0	43.0	43	10.0	1.15895
HP1507101_C5	52.42447596577799	51.0	43.0	43	10.0	0.372367
HP1507101_C6	42.00484753201664	53.0	43.0	43	0.0	0.061062
HP1507101_C7	53.18703104731329	53.0	43.0	43	10.0	0.215329
HP1507101_C8	50.37793269076468	52.0	43.0	43	10.0	0.686816
HP1507101_C9	24.58228247162674	54.0	43.0	43	0.0	0.012688
HP1507101_D1	54.06903122679213	52.0	43.0	43	10.0	1.047543
HP1507101_D10	37.87965112393815	53.0	43.0	43	0.0	0.361773
HP1507101_D11	52.33170426191041	52.0	43.0	43	10.0	0.22766
HP1507101_D12	50.39021854036454	51.0	43.0	43	10.0	0.838063
HP1507101_D13	61.71835205992509	53.0	43.0	43	10.0	0.1335
HP1507101_D14	53.63327492935479	50.0	43.0	43	10.0	1.316482
HP1507101_D15	46.7866710767045	52.0	43.0	43	0.0	0.466842
HP1507101_D16	49.288669292400655	53.0	43.0	43	0.0	0.375649
HP1507101_D17	50.34744088451677	52.0	43.0	43	10.0	0.870728
HP1507101_D18	54.64821156706844	52.0	43.0	43	10.0	1.5299749999999999
HP1507101_D19	46.62422235706969	53.0	43.0	43	0.0	0.336819
HP1507101_D2	38.40159595850972	51.0	43.0	43	0.0	0.39572399999999996
HP1507101_D20	58.396405978426564	51.0	43.0	43	10.0	1.131297
HP1507101_D21	51.07346972624563	53.0	43.0	43	10.0	0.461906
HP1507101_D22	55.182917796908555	54.0	43.0	43	10.0	0.486073
HP1507101_D23	55.254984119863934	54.0	43.0	43	10.0	0.348051
HP1507101_D24	53.05155964455467	52.0	43.0	43	10.0	0.686981
HP1507101_D3	58.15820103367781	53.0	43.0	43	20.0	1.053428
HP1507101_D4	74.5070183198522	52.0	43.0	43	20.0	0.45815799999999995
HP1507101_D5	47.54712085722819	51.0	43.0	43	0.0	0.44627999999999995
HP1507101_D6	58.00365757051685	52.0	43.0	43	10.0	0.9882449999999999
HP1507101_D7	55.0688479255208	52.0	43.0	43	10.0	0.466945
HP1507101_D8	55.212869557808816	51.0	43.0	43	10.0	1.3940789999999998
HP1507101_D9	38.76849470486484	53.0	43.0	43	0.0	0.41071599999999997
HP1507101_E1	45.74796519786697	52.0	43.0	43	10.0	0.014251999999999999
HP1507101_E10	56.373801675619504	50.0	43.0	43	10.0	1.480495
HP1507101_E11	20.250521920668064	54.0	43.0	43	0.0	0.007664
HP1507101_E12	47.30710896520493	52.0	43.0	43	0.0	0.470259
HP1507101_E13	31.679736142429235	53.0	43.0	43	0.0	0.029713
HP1507101_E14	47.88239979937748	54.0	43.0	43	0.0	0.135578
HP1507101_E15	26.791974341761772	55.0	43.0	43	10.0	0.013406999999999999
HP1507101_E16	61.968712646276785	53.0	43.0	43	10.0	0.284506
HP1507101_E17	10.58299294467136	54.0	43.0	43	10.0	0.002693
HP1507101_E18	41.53402526986332	53.0	43.0	43	0.0	0.514919
HP1507101_E19	16.973004020677777	54.0	43.0	43	0.0	0.013928
HP1507101_E2	47.225113945122466	51.0	43.0	43	0.0	0.659675
HP1507101_E20	44.60555096804592	53.0	43.0	43	0.0	0.341976
HP1507101_E21	35.38270811332018	53.0	43.0	43	0.0	0.043558
HP1507101_E22	50.64747007499275	54.0	43.0	43	20.0	0.5692929999999999
HP1507101_E23	33.88099078485064	54.0	43.0	43	0.0	0.07997699999999999
HP1507101_E24	41.933339357403796	53.0	43.0	43	0.0	0.154934
HP1507101_E3	54.64733545459897	53.0	43.0	43	10.0	0.247696
HP1507101_E4	78.60782176711045	52.0	43.0	43	10.0	0.564827
HP1507101_E5	64.32239051822873	53.0	43.0	43	10.0	0.077707
HP1507101_E6	36.90160255078708	53.0	43.0	43	0.0	0.166301
HP1507101_E7	43.88214486668481	52.0	43.0	43	0.0	0.295224
HP1507101_E8	56.69056770454032	50.0	43.0	43	10.0	0.956353
HP1507101_E9	32.30039428289798	53.0	43.0	43	0.0	0.08116
HP1507101_F1	49.21502196570901	52.0	43.0	43	0.0	1.351502
HP1507101_F10	61.89726912108856	51.0	43.0	43	10.0	1.569866
HP1507101_F11	53.478257660223896	54.0	43.0	43	10.0	0.229604
HP1507101_F12	54.40052935489842	52.0	43.0	43	10.0	0.9875929999999999
HP1507101_F13	47.0490348842712	53.0	43.0	43	0.0	0.628921
HP1507101_F14	57.75681389256793	53.0	43.0	43	20.0	0.695083
HP1507101_F15	48.11031175773982	52.0	43.0	43	0.0	0.787837
HP1507101_F16	50.033616975509645	51.0	43.0	43	10.0	0.657211
HP1507101_F17	57.395041178381206	52.0	43.0	43	10.0	0.346978
HP1507101_F18	40.707059327970505	53.0	43.0	43	0.0	0.174946
HP1507101_F19	45.55692511345135	53.0	43.0	43	0.0	0.309498
HP1507101_F2	47.206439296143024	51.0	43.0	43	0.0	0.692017
HP1507101_F20	48.50384410209764	53.0	43.0	43	0.0	0.323746
HP1507101_F21	44.0524071078259	54.0	43.0	43	0.0	0.156391
HP1507101_F22	45.57014097654669	52.0	43.0	43	0.0	0.473141
HP1507101_F23	49.45052419933936	54.0	43.0	43	0.0	0.17407499999999998
HP1507101_F24	66.4309802043748	52.0	43.0	43	10.0	0.09815299999999999
HP1507101_F3	37.62329668344054	53.0	43.0	43	0.0	0.178893
HP1507101_F4	56.96468268834991	54.0	43.0	43	20.0	0.881998
HP1507101_F5	43.633095354108086	53.0	43.0	43	0.0	0.191069
HP1507101_F6	79.04062907608437	51.0	43.0	43	20.0	0.797464
HP1507101_F7	50.85297786448011	50.0	43.0	43	10.0	1.055165
HP1507101_F8	53.09392935319886	50.0	43.0	43	10.0	1.6076219999999999
HP1507101_F9	61.93291907812206	52.0	43.0	43	10.0	0.857316
HP1507101_G1	9.63104935313848	53.0	43.0	43	10.0	0.002087
HP1507101_G10	55.4304287061047	51.0	43.0	43	10.0	2.279369
HP1507101_G11	46.39721036980061	53.0	43.0	43	0.0	0.30957199999999996
HP1507101_G12	51.9486670429515	49.0	43.0	43	10.0	1.3462699999999999
HP1507101_G13	32.16619452313503	53.0	43.0	43	0.0	0.05295
HP1507101_G14	52.97455018162056	51.0	43.0	43	10.0	1.270912
HP1507101_G15	38.16294165375821	54.0	43.0	43	0.0	0.108456
HP1507101_G16	50.17896233089812	52.0	43.0	43	10.0	0.420444
HP1507101_G17	41.38145767946993	54.0	43.0	43	0.0	0.040146
HP1507101_G18	55.07644215250785	52.0	43.0	43	10.0	1.187274
HP1507101_G19	30.780881265189677	54.0	43.0	43	0.0	0.028391
HP1507101_G2	37.04813352413723	52.0	43.0	43	0.0	0.866069
HP1507101_G20	45.6981517849102	53.0	43.0	43	0.0	0.285803
HP1507101_G21	30.330742264898646	55.0	43.0	43	0.0	0.019683
HP1507101_G22	34.70457307929091	53.0	43.0	43	0.0	0.063349
HP1507101_G23	36.64155152398079	53.0	43.0	43	0.0	0.087862
HP1507101_G24	56.63036623115712	52.0	43.0	43	10.0	0.832071
HP1507101_G3	47.62170726641818	53.0	43.0	43	0.0	0.20240899999999998
HP1507101_G4	58.08870366476118	52.0	43.0	43	10.0	0.37838299999999997
HP1507101_G5	38.47257237242459	52.0	43.0	43	0.0	0.023006
HP1507101_G6	41.780112878262834	53.0	43.0	43	0.0	0.210829
HP1507101_G7	71.63405268885649	52.0	43.0	43	10.0	0.194804
HP1507101_G8	54.59437147949791	53.0	43.0	43	10.0	1.00287
HP1507101_G9	51.2325723137316	52.0	43.0	43	10.0	0.407112
HP1507101_H1	46.29022208378949	50.0	43.0	43	0.0	1.390182
HP1507101_H10	47.82853631145484	51.0	43.0	43	0.0	0.943102
HP1507101_H11	53.20540512933744	51.0	43.0	43	10.0	0.6650159999999999
HP1507101_H12	56.03365925239465	48.0	43.0	43	10.0	1.480253
HP1507101_H13	76.66180775049806	48.0	43.0	43	30.0	1.058476
HP1507101_H14	49.04180657577834	51.0	43.0	43	0.0	0.9350989999999999
HP1507101_H15	47.909974372266085	51.0	43.0	43	0.0	1.138655
HP1507101_H16	40.6893167167088	52.0	43.0	43	0.0	0.63976
HP1507101_H17	59.92292295533678	54.0	43.0	43	20.0	1.028027
HP1507101_H18	70.35852042612571	51.0	43.0	43	20.0	0.5384639999999999
HP1507101_H19	71.38646385261063	52.0	43.0	43	20.0	0.541511
HP1507101_H2	53.04508269871722	52.0	43.0	43	10.0	0.22170299999999998
HP1507101_H20	49.69927394592113	53.0	43.0	43	0.0	0.390016
HP1507101_H21	59.32069460569724	51.0	43.0	43	10.0	0.706603
HP1507101_H22	49.3049381812783	51.0	43.0	43	0.0	0.8644919999999999
HP1507101_H23	55.21587562319416	51.0	43.0	43	10.0	0.882073
HP1507101_H24	61.35504582759288	52.0	43.0	43	10.0	0.369044
HP1507101_H3	49.886370513703795	52.0	43.0	43	0.0	0.822449
HP1507101_H4	55.42087932754596	53.0	43.0	43	20.0	0.738676
HP1507101_H5	49.46503478505486	51.0	43.0	43	0.0	1.057661
HP1507101_H6	54.52103809842477	50.0	43.0	43	10.0	1.1722029999999999
HP1507101_H7	35.87012805262053	53.0	43.0	43	0.0	0.14290999999999998
HP1507101_H8	63.904252729821145	54.0	43.0	43	10.0	0.11914699999999999
HP1507101_H9	51.06257854924963	52.0	43.0	43	10.0	0.6465909999999999
HP1507101_I1	15.322735108216818	53.0	43.0	43	0.0	0.005221
HP1507101_I10	46.404318598244465	54.0	43.0	43	0.0	0.19180799999999998
HP1507101_I11	52.726486825814014	50.0	43.0	43	10.0	1.071917
HP1507101_I12	57.156723026323185	55.0	43.0	43	20.0	0.724536
HP1507101_I13	49.16629899385576	49.0	43.0	43	0.0	1.2689949999999999
HP1507101_I14	62.5494717816074	53.0	43.0	43	20.0	0.128356
HP1507101_I15	27.838427947598248	54.0	43.0	43	0.0	0.030227999999999998
HP1507101_I16	50.46215137308913	53.0	43.0	43	10.0	0.556348
HP1507101_I17	49.6720609127864	50.0	43.0	43	0.0	1.6694499999999999
HP1507101_I18	46.84628077403188	54.0	43.0	43	0.0	0.8872059999999999
HP1507101_I19	36.495487876927356	53.0	43.0	43	0.0	0.086323
HP1507101_I2	51.233083871612635	50.0	43.0	43	10.0	2.104071
HP1507101_I20	56.26055303991187	51.0	43.0	43	10.0	1.723026
HP1507101_I21	22.223448884963574	54.0	43.0	43	10.0	0.009058
HP1507101_I22	53.92920093965576	53.0	43.0	43	10.0	0.6892769999999999
HP1507101_I23	51.668818635635866	53.0	43.0	43	10.0	0.238397
HP1507101_I24	64.77828819670788	50.0	43.0	43	20.0	1.457145
HP1507101_I3	59.163069796820714	52.0	43.0	43	10.0	0.09498999999999999
HP1507101_I4	53.72941080648112	52.0	43.0	43	10.0	0.86229
HP1507101_I5	49.08230267893201	51.0	43.0	43	0.0	0.682071
HP1507101_I6	47.71495990628619	52.0	43.0	43	0.0	1.275182
HP1507101_I7	61.14936628678458	51.0	43.0	43	20.0	0.18312699999999998
HP1507101_I8	52.44882432850358	51.0	43.0	43	10.0	0.892805
HP1507101_I9	70.08906759185795	52.0	43.0	43	10.0	0.22308899999999998
HP1507101_J1	44.81217314755375	52.0	43.0	43	0.0	0.209861
HP1507101_J10	66.18896561572436	53.0	43.0	43	10.0	0.098039
HP1507101_J11	50.70030168905977	51.0	43.0	43	10.0	1.019466
HP1507101_J12	43.87664302836484	54.0	43.0	43	0.0	0.529392
HP1507101_J13	54.84567535095298	49.0	43.0	43	10.0	2.981537
HP1507101_J14	54.97907501208467	53.0	43.0	43	10.0	0.47044199999999997
HP1507101_J15	46.678201504047955	52.0	43.0	43	0.0	0.890837
HP1507101_J16	67.89443610722157	53.0	43.0	43	10.0	0.15925899999999998
HP1507101_J17	53.902992507333614	52.0	43.0	43	10.0	0.9008579999999999
HP1507101_J18	48.82721793584004	53.0	43.0	43	0.0	0.38819
HP1507101_J19	51.37442199663143	54.0	43.0	43	10.0	0.21151299999999998
HP1507101_J2	49.251129881952814	51.0	43.0	43	0.0	1.546506
HP1507101_J20	53.16583793709933	54.0	43.0	43	20.0	0.6584209999999999
HP1507101_J21	35.68292157545028	54.0	43.0	43	0.0	0.060350999999999995
